date,coawst_pred
2016-01-01,
2016-01-02,
2016-01-03,58.86074742861111
2016-01-04,59.31668293854167
2016-01-05,60.033454552916666
2016-01-06,60.80053488388889
2016-01-07,61.36479461738095
2016-01-08,62.56789397238095
2016-01-09,63.82834045940477
2016-01-10,65.10480198517857
2016-01-11,65.90037614821429
2016-01-12,66.15382646916667
2016-01-13,65.83195160398809
2016-01-14,65.45205958291668
2016-01-15,64.89414294815477
2016-01-16,64.19919793982145
2016-01-17,63.307099135297626
2016-01-18,62.73570537559523
2016-01-19,61.91971463559525
2016-01-20,61.29559688863095
2016-01-21,61.1352992839881
2016-01-22,61.1976241427381
2016-01-23,61.62979976404762
2016-01-24,62.30201784910714
2016-01-25,62.95923124351191
2016-01-26,64.01985718029762
2016-01-27,65.06365780428573
2016-01-28,65.69977555267857
2016-01-29,66.23828843803571
2016-01-30,66.13930595720238
2016-01-31,65.88469818833333
2016-02-01,65.69261031005952
2016-02-02,65.61432572220238
2016-02-03,65.81567079321428
2016-02-04,65.84437055529762
2016-02-05,65.37006984345238
2016-02-06,64.8918960675
2016-02-07,64.27980750374999
2016-02-08,63.780689746071424
2016-02-09,63.476405096964285
2016-02-10,62.93248808422619
2016-02-11,62.22770739720238
2016-02-12,61.59740775946428
2016-02-13,61.28345697089286
2016-02-14,60.79006008571429
2016-02-15,60.48783394517857
2016-02-16,60.07114608119048
2016-02-17,59.52465620357142
2016-02-18,58.952159286011906
2016-02-19,58.62707648642857
2016-02-20,58.15709215005953
2016-02-21,57.931182086666674
2016-02-22,57.485579672678575
2016-02-23,56.96387648565477
2016-02-24,56.81849053351191
2016-02-25,56.780494100357146
2016-02-26,55.77653855136905
2016-02-27,54.68163225809524
2016-02-28,53.79807629952381
2016-02-29,52.947212463928565
2016-03-01,52.30310828339286
2016-03-02,51.74971018946428
2016-03-03,51.527888797797615
2016-03-04,52.64025316315476
2016-03-05,54.09756510249999
2016-03-06,55.50944047357143
2016-03-07,56.68524881464286
2016-03-08,57.47303936958333
2016-03-09,58.15091835886905
2016-03-10,58.66547417928571
2016-03-11,58.84970042357143
2016-03-12,58.805164331607145
2016-03-13,58.628431306309515
2016-03-14,58.699418931369046
2016-03-15,59.05876411083334
2016-03-16,59.20390965785714
2016-03-17,59.33516946732143
