date,coawst_pred
2019-01-01,
2019-01-02,
2019-01-03,56.20173333333333
2019-01-04,56.191024999999996
2019-01-05,56.18982
2019-01-06,55.977399999999996
2019-01-07,55.57564285714285
2019-01-08,55.17974285714286
2019-01-09,54.76048571428572
2019-01-10,54.11162857142858
2019-01-11,54.081300000000006
2019-01-12,54.44037142857143
2019-01-13,55.05902857142858
2019-01-14,56.208485714285715
2019-01-15,57.412128571428575
2019-01-16,58.621071428571426
2019-01-17,59.94142857142857
2019-01-18,60.86809999999999
2019-01-19,61.497928571428574
2019-01-20,62.25082857142858
2019-01-21,62.20118571428572
2019-01-22,61.86731428571428
2019-01-23,61.872685714285716
2019-01-24,62.05277142857143
2019-01-25,61.59281428571428
2019-01-26,60.572785714285715
2019-01-27,59.271257142857145
2019-01-28,58.077957142857144
2019-01-29,57.16360000000001
2019-01-30,55.95045714285715
2019-01-31,54.52171428571429
2019-02-01,53.959442857142854
2019-02-02,54.133614285714295
2019-02-03,54.40271428571429
2019-02-04,55.25595714285715
2019-02-05,56.10801428571428
2019-02-06,56.86457142857143
2019-02-07,57.733985714285716
2019-02-08,58.14730000000001
2019-02-09,57.89565714285715
2019-02-10,57.48544285714286
2019-02-11,56.9259
2019-02-12,56.5198
2019-02-13,56.29241428571429
2019-02-14,55.795428571428566
2019-02-15,55.354014285714285
2019-02-16,55.5029
2019-02-17,55.90741428571429
2019-02-18,56.3332
2019-02-19,56.41571428571428
2019-02-20,56.4
2019-02-21,56.690285714285714
2019-02-22,56.91381428571429
2019-02-23,56.950628571428574
2019-02-24,56.920028571428574
2019-02-25,56.531014285714285
2019-02-26,55.87137142857143
2019-02-27,55.64608571428571
2019-02-28,55.630014285714296
2019-03-01,55.886585714285715
2019-03-02,56.27885714285714
2019-03-03,56.616342857142854
2019-03-04,57.47235714285714
2019-03-05,58.61872857142857
2019-03-06,59.17975714285715
2019-03-07,59.40441428571429
2019-03-08,59.566385714285715
2019-03-09,59.744128571428575
2019-03-10,60.119600000000005
2019-03-11,60.34055714285715
2019-03-12,60.548571428571435
2019-03-13,60.86835714285714
2019-03-14,61.30358571428571
2019-03-15,61.61567142857143
2019-03-16,61.67061428571429
2019-03-17,61.43221428571428
2019-03-18,61.1562
2019-03-19,61.05775714285714
2019-03-20,60.94257142857142
2019-03-21,60.86742857142857
2019-03-22,60.77752857142857
2019-03-23,60.26287142857143
2019-03-24,59.668757142857146
2019-03-25,59.101957142857145
2019-03-26,58.5236
2019-03-27,57.94668571428571
2019-03-28,57.2125
2019-03-29,56.400057142857136
2019-03-30,56.27311428571428
2019-03-31,56.61431428571428
2019-04-01,56.77422857142857
2019-04-02,57.216971428571426
2019-04-03,57.96472857142857
2019-04-04,58.69597142857143
2019-04-05,59.4339
2019-04-06,60.130657142857146
2019-04-07,60.56888571428572
2019-04-08,61.220028571428564
2019-04-09,61.60407142857143
2019-04-10,61.82624285714286
2019-04-11,62.09924285714286
2019-04-12,62.37115714285714
2019-04-13,62.44472857142858
2019-04-14,62.379514285714286
2019-04-15,62.12665714285715
2019-04-16,61.28767142857142
2019-04-17,60.21595714285714
2019-04-18,59.16894285714285
2019-04-19,57.916828571428574
2019-04-20,56.451828571428564
2019-04-21,54.850842857142865
2019-04-22,53.23235714285714
2019-04-23,52.10554285714286
2019-04-24,51.11087142857143
2019-04-25,50.2767
2019-04-26,49.986157142857145
2019-04-27,50.05904285714286
2019-04-28,50.921
2019-04-29,52.15370000000001
2019-04-30,53.49517142857143
2019-05-01,54.886942857142856
2019-05-02,56.09467142857143
2019-05-03,57.10381428571429
2019-05-04,58.05644285714285
2019-05-05,58.48921428571428
2019-05-06,58.59114285714286
2019-05-07,58.363842857142856
2019-05-08,57.902814285714285
2019-05-09,57.29531428571429
2019-05-10,56.466100000000004
2019-05-11,55.44851428571429
2019-05-12,54.560571428571436
2019-05-13,54.04781428571429
2019-05-14,53.47521428571429
2019-05-15,52.62141428571429
2019-05-16,51.8951
2019-05-17,51.3238
2019-05-18,50.91998571428571
2019-05-19,50.3926
2019-05-20,49.564685714285716
2019-05-21,49.007242857142856
2019-05-22,48.972657142857145
2019-05-23,49.11782857142857
2019-05-24,49.329142857142855
2019-05-25,49.93374285714286
2019-05-26,50.69598571428571
2019-05-27,51.54117142857143
2019-05-28,52.718242857142855
2019-05-29,53.995685714285706
2019-05-30,55.27357142857143
2019-05-31,56.419942857142864
2019-06-01,57.09254285714286
2019-06-02,57.55865714285715
2019-06-03,57.90347142857143
2019-06-04,57.90501428571429
2019-06-05,57.71975714285714
2019-06-06,57.39844285714286
2019-06-07,57.2393
2019-06-08,57.261742857142856
2019-06-09,57.39001428571429
2019-06-10,57.60632857142856
2019-06-11,57.773942857142856
2019-06-12,57.973014285714285
2019-06-13,58.27111428571429
2019-06-14,58.41365714285714
2019-06-15,58.34462857142858
2019-06-16,58.213814285714285
2019-06-17,58.06079999999999
2019-06-18,58.13635714285714
2019-06-19,58.17605714285714
2019-06-20,58.095771428571425
2019-06-21,57.897042857142864
2019-06-22,57.75478571428571
2019-06-23,57.55402857142857
2019-06-24,57.39414285714286
2019-06-25,57.3177
2019-06-26,57.35798571428571
2019-06-27,57.545071428571426
2019-06-28,58.10211428571428
2019-06-29,58.86458571428572
2019-06-30,59.781328571428574
2019-07-01,60.87788571428571
2019-07-02,61.91714285714285
2019-07-03,62.913042857142855
2019-07-04,63.87591428571428
2019-07-05,64.6894
2019-07-06,65.3902142857143
2019-07-07,65.99801428571428
2019-07-08,66.48584285714286
2019-07-09,66.80222857142857
2019-07-10,66.92501428571428
2019-07-11,66.98567142857142
2019-07-12,66.92945714285715
2019-07-13,66.74545714285713
2019-07-14,66.55038571428572
2019-07-15,66.268
2019-07-16,66.04055714285714
2019-07-17,65.98772857142856
2019-07-18,65.92494285714285
2019-07-19,65.94917142857143
2019-07-20,66.02755714285715
2019-07-21,66.10045714285715
2019-07-22,66.21895714285715
2019-07-23,66.24977142857142
2019-07-24,66.18385714285715
2019-07-25,66.03467142857143
2019-07-26,65.79371428571429
2019-07-27,65.63658571428572
2019-07-28,65.52555714285714
2019-07-29,65.41972857142856
2019-07-30,65.50272857142858
2019-07-31,65.7624
2019-08-01,66.1438
2019-08-02,66.66492857142858
2019-08-03,67.19501428571428
2019-08-04,67.70901428571429
2019-08-05,68.19202857142858
2019-08-06,68.62595714285715
2019-08-07,68.96287142857143
2019-08-08,69.23778571428572
2019-08-09,69.42391428571429
2019-08-10,69.5213857142857
2019-08-11,69.58922857142856
2019-08-12,69.62129999999999
2019-08-13,69.6058857142857
2019-08-14,69.61195714285714
2019-08-15,69.74287142857142
2019-08-16,69.9451
2019-08-17,70.19038571428571
2019-08-18,70.44937142857142
2019-08-19,70.71411428571429
2019-08-20,70.94441428571429
2019-08-21,71.17918571428571
2019-08-22,71.2742142857143
2019-08-23,71.30380000000001
2019-08-24,71.35931428571429
2019-08-25,71.52507142857142
2019-08-26,71.85447142857143
2019-08-27,72.19285714285715
2019-08-28,72.50932857142858
2019-08-29,72.86397142857143
2019-08-30,73.2731857142857
2019-08-31,73.6476
2019-09-01,73.94422857142857
2019-09-02,74.15547142857143
2019-09-03,74.39707142857142
2019-09-04,74.63982857142857
2019-09-05,74.89372857142857
2019-09-06,75.23938571428572
2019-09-07,75.69155714285715
2019-09-08,76.02001428571428
2019-09-09,76.12167142857143
2019-09-10,76.3148
2019-09-11,76.47972857142858
2019-09-12,76.59765714285713
