ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt
2019-05-01,-0.96875,-75.54704446847818,39.54092264738047,56.91951910044861,0.5156882
2019-05-02,-0.96875,-75.55885576886212,39.540781891769456,56.968939665200416,0.5163282
2019-05-03,-0.96875,-75.57043483961228,39.581221391960405,59.93350518667043,0.51213133
2019-05-04,-0.96875,-75.55487897426299,39.56298817463234,58.52302247599266,0.5149344
2019-05-05,-0.96875,-75.56614308480017,39.579988226339104,59.780675496934954,0.51655895
2019-05-06,-0.96875,-75.54383444876756,39.53975758593319,56.8225253208216,0.5158047
2019-05-07,-0.96875,-75.56017534064826,39.528794745924806,56.14586619731278,0.51383376
2019-05-08,-0.96875,-75.55355906861391,39.51891577283316,55.40502140631142,0.51512784
2019-05-09,-0.96875,-75.5523033601542,39.49718704808776,53.8404656743843,0.5150385
2019-05-10,-0.96875,-75.5533858987481,39.48928071767589,53.29661186698806,0.51626796
2019-05-11,-0.96875,-75.54655269250127,39.46886169683073,51.71658079635233,0.5168663
2019-05-12,-0.96875,-75.55782837947474,39.45523149908239,50.91654520678104,0.51574194
2019-05-13,-0.96875,-75.55498590813491,39.497856362123215,53.93154395343443,0.51337063
2019-05-14,-0.96875,-75.55186131054654,39.489379162848394,53.268397832635884,0.51583725
2019-05-15,-0.96875,-75.52840000485806,39.427592178056436,48.378600273407635,0.5143401
2019-05-16,-0.96875,-75.52250498669407,39.42375553734971,47.980841787084415,0.51791
2019-05-17,-0.96875,-75.54655945856686,39.44499207815312,49.97054069900825,0.5175648
2019-05-18,-0.96875,-75.56344414709491,39.47121322985658,52.108282295012685,0.5151589
2019-05-19,-0.96875,-75.55483779617876,39.469280311797114,51.849752343956716,0.51484746
2019-05-20,-0.96875,-75.53484861989813,39.43392466688964,48.95128851784941,0.51465356
2019-05-21,-0.96875,-75.53986965639501,39.438049542990846,49.350329981403604,0.5124228
2019-05-22,-0.96875,-75.51836648390713,39.41921268379176,47.584889335681794,0.51205456
2019-05-23,-0.96875,-75.52095977031017,39.422324910335455,47.84900888031494,0.5148854
2019-05-24,-0.96875,-75.53918364610722,39.46551415946193,51.30755664478143,0.5144943
2019-05-25,-0.96875,-75.55178647439267,39.46432161496249,51.456564469768054,0.5143547
2019-05-26,-0.96875,-75.5510908778528,39.508216076716536,54.640228675414164,0.51483446
2019-05-27,-0.96875,-75.54822756393044,39.52365056210139,55.71704688259314,0.5124087
2019-05-28,-0.96875,-75.55851369205492,39.49993727086927,54.113533707939965,0.5140941
2019-05-29,-0.96875,-75.5447937848836,39.562840340150665,58.44005593469792,0.5178866
2019-05-30,-0.96875,-75.56111442678873,39.575432299415404,59.46224754480213,0.51572025
