ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt
2020-01-26,-0.96875,-75.5641089667183,39.47406234915377,52.30346751928067,0.51243
2020-01-26,-0.96875,-75.56164478292999,39.488028196056334,53.2890283263766,0.51898646
2020-01-26,-0.96875,-75.55743803262969,39.50108502540483,54.187632164968974,0.5139645
2020-01-26,-0.96875,-75.54758671306891,39.528056396460165,56.017743651463405,0.5112443
2020-01-26,-0.96875,-75.54152724400281,39.55616545438693,57.95805533630733,0.5113219
2020-01-26,-0.96875,-75.54372872550329,39.56060468734208,58.27272330966954,0.51208776
2020-01-26,-0.96875,-75.56770316135697,39.596906195786474,60.94659352112151,0.51228005
2020-01-27,-0.96875,-75.56242807884175,39.467062522238116,51.81735734392735,0.5192796
2020-01-27,-0.96875,-75.56344414709491,39.47121322985658,52.108282295012685,0.51135606
2020-01-27,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.5183026
2020-01-27,-0.96875,-75.54690967488298,39.565108505550555,58.59509620557732,0.5128379
2020-01-27,-0.96875,-75.55670449282687,39.58148734184725,59.7929897575911,0.51954055
2020-01-27,-0.96875,-75.55753360991199,39.583846840144005,59.97409987883989,0.5116963
2020-01-27,-0.96875,-75.56307821206644,39.59146102315327,60.51655196380821,0.5142432
2020-01-28,-0.96875,-75.56277004863482,39.46843508885267,51.91448438901112,0.51678574
2020-01-28,-0.96875,-75.56310856521023,39.46981747379021,52.01136958358161,0.51562387
2020-01-28,-0.96875,-75.56318531943133,39.48231858304697,52.88436482079461,0.51519084
2020-01-28,-0.96875,-75.5635214616766,39.48399246453662,53.00557393671902,0.5109257
2020-01-28,-0.96875,-75.56164478292999,39.488028196056334,53.2890283263766,0.5170506
2020-01-28,-0.96875,-75.5610641220656,39.49202096975267,53.5731792931669,0.5101068
2020-01-28,-0.96875,-75.55354875442319,39.508465245697884,54.672748309518255,0.51003355
2020-01-28,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.5199283
2020-01-28,-0.96875,-75.54823375606975,39.52325073310537,55.67508981524701,0.5167843
2020-01-28,-0.96875,-75.54118271286877,39.54717145539737,57.320520744560696,0.51992434
2020-01-28,-0.96875,-75.54999284992157,39.569699662156744,58.92593188694961,0.5127297
2020-01-28,-0.96875,-75.55476963151925,39.57903464146615,59.6202698125947,0.5158976
2020-01-28,-0.96875,-75.55670449282687,39.58148734184725,59.7929897575911,0.51692206
2020-01-29,-0.96875,-75.5610184469298,39.461621877478535,51.422493392436365,0.5103802
2020-01-29,-0.96875,-75.56137762505978,39.462978018172244,51.522449969842064,0.5149472
2020-01-29,-0.96875,-75.56277004863482,39.46843508885267,51.91448438901112,0.51789576
2020-01-29,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.51487255
2020-01-29,-0.96875,-75.5610641220656,39.49202096975267,53.5731792931669,0.51254857
2020-01-29,-0.96875,-75.56014818259959,39.494219056982175,53.722923813142586,0.5174791
2020-01-29,-0.96875,-75.54501227629483,39.53770369233143,56.67875609538825,0.51020676
2020-01-29,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.51108813
2020-01-29,-0.96875,-75.54988125650517,39.571937139302605,59.11038129813908,0.5150292
2020-01-29,-0.96875,-75.55082137484473,39.574231101847616,59.28463693121821,0.5195162
2020-01-30,-0.96875,-75.56242807884175,39.467062522238116,51.81735734392735,0.5105564
2020-01-30,-0.96875,-75.56164478292999,39.488028196056334,53.2890283263766,0.5151687
2020-01-30,-0.96875,-75.55119997827249,39.518143956613955,55.34603843560572,0.5109165
2020-01-30,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.51175725
2020-01-30,-0.96875,-75.54021046589138,39.54948330203355,57.47658609565121,0.513348
2020-01-30,-0.96875,-75.5447937848836,39.562840340150665,58.44005593469792,0.5186141
2020-01-31,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.5189341
2020-01-31,-0.96875,-75.55654394899307,39.503452146066486,54.34823215943785,0.51572466
2020-01-31,-0.96875,-75.55266705990525,39.510904329459024,54.838169876355856,0.51375055
2020-01-31,-0.96875,-75.55119997827249,39.518143956613955,55.34603843560572,0.5131223
2020-01-31,-0.96875,-75.54118271286877,39.54717145539737,57.320520744560696,0.5199658
2020-01-31,-0.96875,-75.54690967488298,39.565108505550555,58.59509620557732,0.51756275
2020-02-01,-0.96875,-75.56242807884175,39.467062522238116,51.81735734392735,0.51977795
2020-02-01,-0.96875,-75.56413901113912,39.48041963683643,52.750014670128905,0.5116313
2020-02-01,-0.96875,-75.55654394899307,39.503452146066486,54.34823215943785,0.5162674
2020-02-01,-0.96875,-75.55266705990525,39.510904329459024,54.838169876355856,0.51887774
2020-02-01,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.5103506
2020-02-01,-0.96875,-75.54039141371236,39.55396275711659,57.81925031963709,0.51475143
2020-02-01,-0.96875,-75.54792515211483,39.567375451814144,58.76574189438813,0.5101632
2020-02-02,-0.96875,-75.56014818259959,39.494219056982175,53.722923813142586,0.51644546
2020-02-02,-0.96875,-75.54667083323301,39.530513673502796,56.18394976123079,0.51510215
2020-02-02,-0.96875,-75.54039141371236,39.55396275711659,57.81925031963709,0.5177075
2020-02-02,-0.96875,-75.54999284992157,39.569699662156744,58.92593188694961,0.51868063
2020-02-03,-0.96875,-75.56071931627203,39.49012017521256,53.43769264150382,0.5102413
2020-02-03,-0.96875,-75.55354875442319,39.508465245697884,54.672748309518255,0.51697665
