ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt
2019-10-28,-0.96875,-75.3948867927955,39.815576216220634,80.19415615751151,0.5160394
2019-10-29,-0.96875,-75.40421306647286,39.81048410997444,79.52567921569728,0.5165107
2019-10-30,-0.96875,-75.43137600372464,39.79425742360572,77.54655774726331,0.5151994
2019-10-31,-0.96875,-75.4386163611931,39.79139530787833,77.06517568534065,0.5154643
2019-11-01,-0.96875,-75.44882180140692,39.784774805792416,76.31866887867128,0.51475656
2019-11-02,-0.96875,-75.46927636065374,39.76927927407434,74.70847757474986,0.51623994
2019-11-03,-0.96875,-75.5074879711917,39.713789225050284,70.51344017880778,0.51557493
2019-11-04,-0.96875,-75.52533952255601,39.686029072078504,68.4046396814509,0.5137702
2019-11-05,-0.96875,-75.54041471692291,39.66709546331139,66.83905142881396,0.5145091
2019-11-06,-0.96875,-75.55774970327302,39.644770562797284,64.97489104848823,0.514556
2019-11-07,-0.96875,-75.55433989103481,39.6418124859206,64.83557710921421,0.5155232
2019-11-08,-0.96875,-75.53292154362923,39.672761158464226,67.4084066197691,0.51657397
2019-11-09,-0.96875,-75.53148642800328,39.6727035022149,67.46580349251677,0.5146795
2019-11-10,-0.96875,-75.5301333568378,39.679715357410444,67.87917422481235,0.5140232
2019-11-11,-0.96875,-75.54611224200653,39.65377801177256,65.87272147864942,0.5149958
2019-11-12,-0.96875,-75.5073181938185,39.71541772241296,70.65007167178689,0.5167308
2019-11-13,-0.96875,-75.51922419252085,39.69818312157997,69.25393862928968,0.518412
2019-11-14,-0.96875,-75.50902387631575,39.714781937464515,70.5137213636907,0.51366055
2019-11-15,-0.96875,-75.50598836099334,39.71988116065858,70.89874318121564,0.5136163
2019-11-16,-0.96875,-75.50517673331085,39.71883860682687,70.84319040960663,0.51697934
2019-11-17,-0.96875,-75.49092513411848,39.73960958067326,72.38695757684258,0.5145929
2019-11-18,-0.96875,-75.4845488914021,39.74335397469766,72.8430960151236,0.5133905
2019-11-19,-0.96875,-75.48967845240546,39.74052033944061,72.51355334172165,0.51668966
2019-11-20,-0.96875,-75.49243718143083,39.732180576352675,71.98083486170549,0.51422834
2019-11-21,-0.96875,-75.48436028370828,39.753061630298546,73.34574339588426,0.51461184
2019-11-22,-0.96875,-75.49250738513032,39.73481518695526,72.11389331116663,0.5145449
2019-11-23,-0.96875,-75.49281231281027,39.73572694809506,72.14235505418308,0.51572204
2019-11-24,-0.96875,-75.49918755327722,39.72405797727902,71.36204424235802,0.51523846
2019-11-25,-0.96875,-75.49554014957452,39.73022664512602,71.76609316475886,0.51548517
2019-11-26,-0.96875,-75.50504297489337,39.712520355854515,70.47809648209378,0.5157304
