ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt
2019-06-30,-0.96875,-75.53994928974666,39.64137077018539,64.92864118449579,0.5157119
2019-07-01,-0.96875,-75.55548025113451,39.618058282723915,62.804139364896564,0.51528406
2019-07-02,-0.96875,-75.54478520847313,39.64836187696484,65.39040034502814,0.51484895
2019-07-03,-0.96875,-75.54487702518571,39.65577549836269,65.91268787278585,0.513867
2019-07-04,-0.96875,-75.53924696969777,39.66246500907325,66.53776125973646,0.51606816
2019-07-05,-0.96875,-75.53811321134444,39.66487699523749,66.65125860343124,0.5148056
2019-07-06,-0.96875,-75.5464810406376,39.659930148118754,66.20501863102508,0.51553404
2019-07-07,-0.96875,-75.54741992515055,39.65621728612749,65.92597547539212,0.51464593
2019-07-08,-0.96875,-75.5308437914434,39.681803711333835,67.96744118825164,0.5133144
2019-07-09,-0.96875,-75.53518373054636,39.67184999633879,67.27729652036567,0.51461315
2019-07-10,-0.96875,-75.54139859029394,39.661664754830255,66.4030486986238,0.5158781
2019-07-11,-0.96875,-75.54770011977227,39.657512858081496,66.03099290971866,0.5151878
2019-07-12,-0.96875,-75.55173633821906,39.648355219364376,65.22725473910647,0.5144634
2019-07-13,-0.96875,-75.54750111854894,39.65277764432216,65.68120473255351,0.51478225
2019-07-14,-0.96875,-75.53298845115289,39.672301457227775,67.39144510592325,0.5153641
2019-07-15,-0.96875,-75.54773248689831,39.65289668464936,65.70978358954524,0.51327026
2019-07-16,-0.96875,-75.53564542776161,39.66675486203921,66.85040904606082,0.51567864
2019-07-17,-0.96875,-75.53873310266002,39.66688960105546,66.8623446515723,0.51512355
2019-07-18,-0.96875,-75.54304931933517,39.664348555037186,66.50234106364833,0.513484
2019-07-19,-0.96875,-75.53467424511547,39.6685497296905,67.01662315340651,0.5150094
2019-07-20,-0.96875,-75.54287353131384,39.65901817169669,66.20248683147035,0.5142358
2019-07-21,-0.96875,-75.55269655253042,39.64925547918764,65.3956942262951,0.5168675
2019-07-22,-0.96875,-75.53855218393943,39.666858337334965,66.83863937181631,0.51521415
2019-07-23,-0.96875,-75.54743546836423,39.658488434400006,66.09371466792393,0.5141147
2019-07-24,-0.96875,-75.53371906914698,39.67260955425723,67.31553946348922,0.515409
2019-07-25,-0.96875,-75.55771398249212,39.639301343786855,64.55816403874097,0.51522124
2019-07-26,-0.96875,-75.54533807932975,39.655221129837486,65.91062897323573,0.5136147
2019-07-27,-0.96875,-75.54465072980368,39.656139293546524,65.96469051991203,0.51283205
2019-07-28,-0.96875,-75.55298432870158,39.648211702263424,65.263088327046,0.5147889
2019-07-29,-0.96875,-75.530642701074,39.6734873409736,67.41386388986562,0.51472926
