ocean_time,s_rho,lon_rho,lat_rho,dist_mile,salt,abs_salt_diff_052
2019-01-07 15:00:00,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.47344455,0.04655543
2019-01-07 16:00:00,-0.96875,-75.55266705990525,39.510904329459024,54.838169876355856,0.5605934,0.040593445
2019-01-07 17:00:00,-0.96875,-75.54595432933559,39.535286030627844,56.515033912846405,0.48944625,0.030553728
2019-01-07 18:00:00,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.52223873,0.0022387505
2019-01-07 19:00:00,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.5534952,0.033495247
2019-01-07 20:00:00,-0.96875,-75.54667083323301,39.530513673502796,56.18394976123079,0.525658,0.0056580305
2019-01-07 21:00:00,-0.96875,-75.55743803262969,39.50108502540483,54.187632164968974,0.5033613,0.016638696
2019-01-07 22:00:00,-0.96875,-75.56344414709491,39.47121322985658,52.108282295012685,0.50742215,0.012577832
2019-01-07 23:00:00,-0.96875,-75.54857388502312,39.4433661931989,49.92830616035023,0.5013295,0.0186705
2019-01-08 00:00:00,-0.96875,-75.53108091371777,39.430242207230954,48.61419468418312,0.5420805,0.02208054
2019-01-08 01:00:00,-0.96875,-75.53283316443756,39.4310722187133,48.71885369645049,0.5096375,0.010362506
2019-01-08 02:00:00,-0.96875,-75.55455978343838,39.4488563911988,50.43360357419025,0.51573634,0.0042636395
2019-01-08 03:00:00,-0.96875,-75.56065451170278,39.460266699046144,51.32240201452099,0.52752393,0.007523954
2019-01-08 04:00:00,-0.96875,-75.56257879717236,39.48598606222611,53.143809330233445,0.5400432,0.020043194
2019-01-08 05:00:00,-0.96875,-75.55354875442319,39.508465245697884,54.672748309518255,0.56198114,0.04198116
2019-01-08 06:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.55061,0.030610025
2019-01-08 07:00:00,-0.96875,-75.54758671306891,39.528056396460165,56.017743651463405,0.5437615,0.02376151
2019-01-08 08:00:00,-0.96875,-75.55119997827249,39.518143956613955,55.34603843560572,0.58078074,0.060780764
2019-01-08 09:00:00,-0.96875,-75.55743803262969,39.50108502540483,54.187632164968974,0.4887555,0.031244487
2019-01-08 10:00:00,-0.96875,-75.5641089667183,39.47406234915377,52.30346751928067,0.5501523,0.03015232
2019-01-08 11:00:00,-0.96875,-75.55455978343838,39.4488563911988,50.43360357419025,0.51545537,0.0045446157
2019-01-08 12:00:00,-0.96875,-75.53776148567484,39.43670152729314,49.201420556394496,0.53690183,0.01690185
2019-01-08 13:00:00,-0.96875,-75.54122530652359,39.43844298091531,49.40914179263476,0.48369357,0.03630641
2019-01-08 14:00:00,-0.96875,-75.55455978343838,39.4488563911988,50.43360357419025,0.47381127,0.046188712
2019-01-08 15:00:00,-0.96875,-75.56377739385314,39.472626577356486,52.205532730768965,0.5954372,0.07543725
2019-01-08 16:00:00,-0.96875,-75.55743803262969,39.50108502540483,54.187632164968974,0.46003252,0.05996746
2019-01-08 17:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.5428627,0.022862732
2019-01-08 18:00:00,-0.96875,-75.540310167641,39.551726849174806,57.64581073313797,0.46735588,0.052644104
2019-01-08 19:00:00,-0.96875,-75.540310167641,39.551726849174806,57.64581073313797,0.5415727,0.02157271
2019-01-08 20:00:00,-0.96875,-75.54118271286877,39.54717145539737,57.320520744560696,0.48808745,0.031912535
2019-01-08 21:00:00,-0.96875,-75.54758671306891,39.528056396460165,56.017743651463405,0.57641345,0.05641347
2019-01-08 22:00:00,-0.96875,-75.55743803262969,39.50108502540483,54.187632164968974,0.42851004,0.09148994
2019-01-08 23:00:00,-0.96875,-75.56377739385314,39.472626577356486,52.205532730768965,0.5556206,0.03562063
2019-01-09 00:00:00,-0.96875,-75.55537100625332,39.451551060571845,50.61086271199608,0.5185083,0.0014916658
2019-01-09 01:00:00,-0.96875,-75.54685293732976,39.44245253001755,49.82005501698974,0.51331997,0.0066800117
2019-01-09 02:00:00,-0.96875,-75.55114390399606,39.44696848219029,50.21460680684148,0.5193666,0.00063335896
2019-01-09 03:00:00,-0.96875,-75.5610184469298,39.461621877478535,51.422493392436365,0.5158796,0.0041204095
2019-01-09 04:00:00,-0.96875,-75.56164478292999,39.488028196056334,53.2890283263766,0.5260013,0.0060012937
2019-01-09 05:00:00,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.5195582,0.00044178963
2019-01-09 06:00:00,-0.96875,-75.54518457332304,39.54002065540174,56.83996200470469,0.54754597,0.027545989
2019-01-09 07:00:00,-0.96875,-75.54310964252714,39.54248020272417,57.002727582366425,0.48865038,0.0313496
2019-01-09 08:00:00,-0.96875,-75.54214915898628,39.544836892401534,57.1620450256648,0.49928564,0.020714343
2019-01-09 09:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.5673547,0.0473547
2019-01-09 10:00:00,-0.96875,-75.56014818259959,39.494219056982175,53.722923813142586,0.49961123,0.020388752
2019-01-09 11:00:00,-0.96875,-75.56173216025294,39.4643359531311,51.621508789874966,0.5228814,0.0028814077
2019-01-09 12:00:00,-0.96875,-75.55285240143348,39.44790794072101,50.32387592325553,0.5226092,0.0026091933
2019-01-09 13:00:00,-0.96875,-75.537289768661,39.435387448113445,49.10776031929481,0.52594066,0.0059406757
2019-01-09 14:00:00,-0.96875,-75.54168247739835,39.439764006650755,49.49795113864064,0.5334031,0.013403118
2019-01-09 15:00:00,-0.96875,-75.55706709951872,39.452516969936404,50.721066342288026,0.5297153,0.009715319
2019-01-09 16:00:00,-0.96875,-75.5641089667183,39.47406234915377,52.30346751928067,0.5035836,0.01641637
2019-01-09 17:00:00,-0.96875,-75.55833606397199,39.498754373308785,54.02989215368692,0.5128358,0.0071641803
2019-01-09 18:00:00,-0.96875,-75.55119997827249,39.518143956613955,55.34603843560572,0.5440368,0.024036825
2019-01-09 19:00:00,-0.96875,-75.54667083323301,39.530513673502796,56.18394976123079,0.48255542,0.03744456
2019-01-09 20:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.53163505,0.011635065
2019-01-09 21:00:00,-0.96875,-75.55090146669895,39.51582669864942,55.17173954717649,0.5263633,0.0063633323
2019-01-09 22:00:00,-0.96875,-75.55923911856912,39.49646449073345,53.87482877660422,0.45696494,0.06303504
2019-01-09 23:00:00,-0.96875,-75.56242807884175,39.467062522238116,51.81735734392735,0.52298373,0.002983749
2019-01-10 00:00:00,-0.96875,-75.54685293732976,39.44245253001755,49.82005501698974,0.5342114,0.014211416
2019-01-10 01:00:00,-0.96875,-75.5288219385791,39.428119015458165,48.42063167001794,0.5028977,0.017102301
2019-01-10 02:00:00,-0.96875,-75.52248133340112,39.42313013747995,47.93135688037479,0.5363045,0.016304493
2019-01-10 03:00:00,-0.96875,-75.5355506563484,39.43453326952967,49.00266698751968,0.50775945,0.012240529
2019-01-10 04:00:00,-0.96875,-75.55072108853952,39.44562878483569,50.12589452844867,0.5134194,0.006580591
2019-01-10 05:00:00,-0.96875,-75.56137762505978,39.462978018172244,51.522449969842064,0.5294225,0.009422541
2019-01-10 06:00:00,-0.96875,-75.5635214616766,39.48399246453662,53.00557393671902,0.47871697,0.04128301
2019-01-10 07:00:00,-0.96875,-75.55923911856912,39.49646449073345,53.87482877660422,0.44205707,0.07794291
2019-01-10 08:00:00,-0.96875,-75.55923911856912,39.49646449073345,53.87482877660422,0.57190126,0.05190128
2019-01-10 09:00:00,-0.96875,-75.5610641220656,39.49202096975267,53.5731792931669,0.4435814,0.07641858
2019-01-10 10:00:00,-0.96875,-75.5641089667183,39.47406234915377,52.30346751928067,0.5699822,0.04998219
2019-01-10 11:00:00,-0.96875,-75.56065451170278,39.460266699046144,51.32240201452099,1.0737623,0.5537623
2019-01-10 12:00:00,-0.96875,-75.54685293732976,39.44245253001755,49.82005501698974,0.5956433,0.0756433
2019-01-10 13:00:00,-0.96875,-75.533323806798,39.4323802280998,48.80804693929143,0.5700113,0.050011337
2019-01-10 14:00:00,-0.96875,-75.533323806798,39.4323802280998,48.80804693929143,0.65650725,0.13650727
2019-01-10 15:00:00,-0.96875,-75.54385488072835,39.44197580718704,49.69872152225512,0.4938704,0.026129574
2019-01-10 16:00:00,-0.96875,-75.55953365887385,39.456202447538104,51.02154541656383,0.58975554,0.069755554
2019-01-10 17:00:00,-0.96875,-75.56413901113912,39.48041963683643,52.750014670128905,0.62678164,0.10678166
2019-01-10 18:00:00,-0.96875,-75.55654394899307,39.503452146066486,54.34823215943785,0.6439418,0.12394184
2019-01-10 19:00:00,-0.96875,-75.54733638502073,39.52571983777987,55.84232958279782,0.42893037,0.09106961
2019-01-10 20:00:00,-0.96875,-75.5468902376685,39.53285062675551,56.34976537100757,0.61104226,0.09104228
2019-01-10 21:00:00,-0.96875,-75.54501227629483,39.53770369233143,56.67875609538825,0.4458717,0.07412827
2019-01-10 22:00:00,-0.96875,-75.54758671306891,39.528056396460165,56.017743651463405,0.41506216,0.10493782
2019-01-10 23:00:00,-0.96875,-75.55687920151024,39.50565548475636,54.50414360273734,0.42862245,0.09137753
2019-01-11 00:00:00,-0.96875,-75.56318531943133,39.48231858304697,52.88436482079461,0.62202513,0.10202515
2019-01-11 01:00:00,-0.96875,-75.5591503228525,39.45484740912664,50.92101645190388,0.4068755,0.11312449
