,saltfront_obs,saltfront_pred,train/val
2001-01-01,,69.797714,Training
2001-01-02,,70.545166,Training
2001-01-03,,71.52035,Training
2001-01-04,,72.79378,Training
2001-01-05,,74.4014,Training
2001-01-06,,75.33299,Training
2001-01-07,,75.67007,Training
2001-01-08,,75.378555,Training
2001-01-09,,75.23181,Training
2001-01-10,,75.54827,Training
2001-01-11,,75.215164,Training
2001-01-12,,75.04388,Training
2001-01-13,,75.453865,Training
2001-01-14,,75.70241,Training
2001-01-15,,75.7222,Training
2001-01-16,,75.53445,Training
2001-01-17,,74.88191,Training
2001-01-18,,74.63485,Training
2001-01-19,,74.47472,Training
2001-01-20,,73.72273,Training
2001-01-21,,73.2427,Training
2001-01-22,,72.92236,Training
2001-01-23,,73.22504,Training
2001-01-24,,73.30862,Training
2001-01-25,,73.40553,Training
2001-01-26,,73.83796,Training
2001-01-27,,74.11007,Training
2001-01-28,,74.38669,Training
2001-01-29,,74.5906,Training
2001-01-30,,74.61202,Training
2001-01-31,,74.903015,Training
2001-02-01,,74.61432,Training
2001-02-02,,74.75323,Training
2001-02-03,,74.5176,Training
2001-02-04,,74.60957,Training
2001-02-05,,74.79448,Training
2001-02-06,,74.52339,Training
2001-02-07,,74.053635,Training
2001-02-08,,72.81791,Training
2001-02-09,,71.515465,Training
2001-02-10,,70.09716,Training
2001-02-11,,69.209076,Training
2001-02-12,,68.40543,Training
2001-02-13,,69.232475,Training
2001-02-14,,69.207954,Training
2001-02-15,,69.38022,Training
2001-02-16,,69.390686,Training
2001-02-17,,69.30611,Training
2001-02-18,,68.452736,Training
2001-02-19,,68.20326,Training
2001-02-20,,68.274536,Training
2001-02-21,,68.6334,Training
2001-02-22,,69.11131,Training
2001-02-23,,69.993774,Training
2001-02-24,,69.55108,Training
2001-02-25,,69.0984,Training
2001-02-26,,69.505,Training
2001-02-27,,69.76412,Training
2001-02-28,,69.81638,Training
2001-03-01,,69.79854,Training
2001-03-02,,69.3955,Training
2001-03-03,,68.83172,Training
2001-03-04,,68.55303,Training
2001-03-05,,68.60933,Training
2001-03-06,,70.071014,Training
2001-03-07,,69.71642,Training
2001-03-08,,69.74932,Training
2001-03-09,,70.29128,Training
2001-03-10,,71.10096,Training
2001-03-11,,71.14221,Training
2001-03-12,,71.001816,Training
2001-03-13,,71.14651,Training
2001-03-14,,70.749756,Training
2001-03-15,,70.33142,Training
2001-03-16,,69.59008,Training
2001-03-17,,68.94143,Training
2001-03-18,,67.97565,Training
2001-03-19,,67.36374,Training
2001-03-20,,67.17192,Training
2001-03-21,,67.57019,Training
2001-03-22,,67.73686,Training
2001-03-23,,67.11232,Training
2001-03-24,,66.15322,Training
2001-03-25,,65.07098,Training
2001-03-26,,63.72963,Training
2001-03-27,,63.032494,Training
2001-03-28,,62.201744,Training
2001-03-29,,62.212807,Training
2001-03-30,,61.840374,Training
2001-03-31,,61.046333,Training
2001-04-01,,60.095955,Training
2001-04-02,,59.167637,Training
2001-04-03,60.65286,58.80063,Training
2001-04-04,58.81143,58.73156,Training
2001-04-05,56.611427,58.706947,Training
2001-04-06,,58.942543,Training
2001-04-07,,59.660988,Training
2001-04-08,,59.294018,Training
2001-04-09,,58.73426,Training
2001-04-10,,58.663353,Training
2001-04-11,,58.41609,Training
2001-04-12,,57.7956,Training
2001-04-13,,57.383442,Training
2001-04-14,,57.04681,Training
2001-04-15,,57.276005,Training
2001-04-16,,57.307884,Training
2001-04-17,,57.24181,Training
2001-04-18,,57.475777,Training
2001-04-19,,57.74418,Training
2001-04-20,54.507145,58.701935,Training
2001-04-21,58.89286,59.402893,Training
2001-04-22,62.855717,60.690437,Training
2001-04-23,64.41572,61.029144,Training
2001-04-24,65.44429,62.044132,Training
2001-04-25,65.50429,62.49008,Training
2001-04-26,65.30286,62.934093,Training
2001-04-27,65.23286,63.32485,Training
2001-04-28,65.11143,63.68572,Training
2001-04-29,65.01572,63.36118,Training
2001-04-30,65.16143,62.44298,Training
2001-05-01,65.14429,61.890118,Training
2001-05-02,65.24571,62.283627,Training
2001-05-03,65.19143,62.349354,Training
2001-05-04,65.03429,62.868004,Training
2001-05-05,64.994286,63.82087,Training
2001-05-06,65.13286,64.63993,Training
2001-05-07,65.274284,65.46645,Training
2001-05-08,65.44429,65.477425,Training
2001-05-09,65.56286,65.2972,Training
2001-05-10,65.74857,65.16446,Training
2001-05-11,65.96429,65.132286,Training
