datetime,Daily_salt_front,7_day_salt_front
6/1/2018,48.39,45.57428571
6/2/2018,50.28,46.73714286
6/3/2018,59.08,48.72571429
6/4/2018,63.06,51.05714286
6/5/2018,64.67,53.78571429
6/6/2018,66.26,56.87142857
6/7/2018,67.86,59.94285714
6/8/2018,67.75,62.70857143
6/9/2018,67.41,65.15571429
6/10/2018,67.5,66.35857143
6/11/2018,67.66,67.01571429
6/12/2018,66.98,67.34571429
6/13/2018,66.46,67.37428571
6/14/2018,65.63,67.05571429
6/15/2018,66.33,66.85285714
6/16/2018,67.11,66.81
6/17/2018,66.75,66.70285714
6/18/2018,66.95,66.60142857
6/19/2018,66.62,66.55
6/20/2018,67.22,66.65857143
6/21/2018,67.78,66.96571429
6/22/2018,68.26,67.24142857
6/23/2018,68.47,67.43571429
6/24/2018,68.68,67.71142857
6/25/2018,68.26,67.89857143
6/26/2018,68.86,68.21857143
6/27/2018,69.18,68.49857143
6/28/2018,68.75,68.63714286
6/29/2018,68.12,68.61714286
6/30/2018,68.28,68.59
7/1/2018,68.56,68.57285714
7/2/2018,68.89,68.66285714
7/3/2018,69,68.68285714
7/4/2018,68.91,68.64428571
7/5/2018,69.04,68.68571429
7/6/2018,68.7,68.76857143
7/7/2018,69.11,68.88714286
7/8/2018,70.01,69.09428571
7/9/2018,69.96,69.24714286
7/10/2018,69.79,69.36
7/11/2018,69.79,69.48571429
7/12/2018,70.43,69.68428571
7/13/2018,70.45,69.93428571
7/14/2018,70.71,70.16285714
7/15/2018,70.73,70.26571429
7/16/2018,70.71,70.37285714
7/17/2018,70.75,70.51
7/18/2018,70.5,70.61142857
7/19/2018,70.65,70.64285714
7/20/2018,70.95,70.71428571
7/21/2018,71.11,70.77142857
7/22/2018,71.68,70.90714286
7/23/2018,71.22,70.98
7/24/2018,70.79,70.98571429
7/25/2018,70.07,70.92428571
7/26/2018,68.34,70.59428571
7/27/2018,66.44,69.95
7/28/2018,65.03,69.08142857
7/29/2018,64.53,68.06
7/30/2018,64.36,67.08
7/31/2018,63.55,66.04571429
8/1/2018,64.47,65.24571429
8/2/2018,63.32,64.52857143
8/3/2018,62.78,64.00571429
8/4/2018,61.19,63.45714286
8/5/2018,56.85,62.36
8/6/2018,54.79,60.99285714
8/7/2018,54.46,59.69428571
8/8/2018,56.72,58.58714286
8/9/2018,57.5,57.75571429
8/10/2018,59.66,57.31
8/11/2018,60.12,57.15714286
8/12/2018,58.76,57.43
8/13/2018,57.98,57.88571429
8/14/2018,52.41,57.59285714
8/15/2018,42.34,55.53857143
8/16/2018,39.26,52.93285714
8/17/2018,39.39,50.03714286
8/18/2018,41.07,47.31571429
8/19/2018,49.71,46.02285714
8/20/2018,59.98,46.30857143
8/21/2018,61.94,47.67
8/22/2018,60.31,50.23714286
8/23/2018,58.27,52.95285714
8/24/2018,62.91,56.31285714
8/25/2018,63.53,59.52142857
8/26/2018,64.62,61.65142857
8/27/2018,63.73,62.18714286
8/28/2018,64.64,62.57285714
8/29/2018,64.89,63.22714286
8/30/2018,64.85,64.16714286
8/31/2018,64.92,64.45428571
9/1/2018,65.14,64.68428571
9/2/2018,65.35,64.78857143
9/3/2018,65.82,65.08714286
9/4/2018,65.89,65.26571429
9/5/2018,65.96,65.41857143
9/6/2018,66.35,65.63285714
9/7/2018,66.35,65.83714286
9/8/2018,66.5,66.03142857
9/9/2018,67.42,66.32714286
9/10/2018,67.64,66.58714286
9/11/2018,66.55,66.68142857
9/12/2018,64.67,66.49714286
9/13/2018,63.22,66.05
9/14/2018,62.16,65.45142857
9/15/2018,60.9,64.65142857
9/16/2018,60.55,63.67
9/17/2018,60.9,62.70714286
9/18/2018,60.45,61.83571429
9/19/2018,62.03,61.45857143
9/20/2018,64.69,61.66857143
9/21/2018,63.86,61.91142857
9/22/2018,60.93,61.91571429
9/23/2018,61.2,62.00857143
9/24/2018,62.76,62.27428571
9/25/2018,64.69,62.88
9/26/2018,61.81,62.84857143
9/27/2018,57.9,61.87857143
9/28/2018,55.44,60.67571429
9/29/2018,45.65,58.49285714
9/30/2018,40.73,55.56857143
10/1/2018,42.14,52.62285714
10/2/2018,45.16,49.83285714
10/3/2018,46.13,47.59285714
10/4/2018,48.93,46.31142857
10/5/2018,50.65,45.62714286
10/6/2018,50.28,46.28857143
10/7/2018,46.36,47.09285714
10/8/2018,42.94,47.20714286
10/9/2018,46.89,47.45428571
10/10/2018,42.74,46.97
10/11/2018,44.57,46.34714286
10/12/2018,41.62,45.05714286
10/13/2018,40.62,43.67714286
10/14/2018,40.26,42.80571429
10/15/2018,41.62,42.61714286
10/16/2018,50.34,43.11
10/17/2018,55.39,44.91714286
10/18/2018,59.16,47.00142857
10/19/2018,65.93,50.47428571
10/20/2018,65.15,53.97857143
10/21/2018,64.71,57.47142857
10/22/2018,67.3,61.14
10/23/2018,66.97,63.51571429
10/24/2018,66.15,65.05285714
10/25/2018,67,66.17285714
10/26/2018,66.96,66.32
10/27/2018,68.33,66.77428571
10/28/2018,67.83,67.22
10/29/2018,67.16,67.2
10/30/2018,66.27,67.1
10/31/2018,66.74,67.18428571
11/1/2018,66.09,67.05428571
11/2/2018,65.75,66.88142857
11/3/2018,63.49,66.19
11/4/2018,58.26,64.82285714
11/5/2018,57.39,63.42714286
11/6/2018,55.47,61.88428571
11/7/2018,45.89,58.90571429
11/8/2018,41.51,55.39428571
11/9/2018,40.96,51.85285714
11/10/2018,38.16,48.23428571
11/11/2018,37.08,45.20857143
11/12/2018,37.24,42.33
11/13/2018,36.92,39.68
11/14/2018,46.13,39.71428571
11/15/2018,60.12,42.37285714
11/16/2018,67.05,46.1
11/17/2018,64.83,49.91
11/18/2018,64.21,53.78571429
11/19/2018,64.66,57.70285714
11/20/2018,63.62,61.51714286
11/21/2018,62.06,63.79285714
11/22/2018,57.53,63.42285714
11/23/2018,59.6,62.35857143
11/24/2018,61.79,61.92428571
11/25/2018,58.6,61.12285714
11/26/2018,52.58,59.39714286
11/27/2018,40.85,56.14428571
11/28/2018,40.26,53.03
11/29/2018,45.33,51.28714286
11/30/2018,54.84,50.60714286
12/1/2018,53.4,49.40857143
12/2/2018,54.36,48.80285714
12/3/2018,46.44,47.92571429
12/4/2018,37.86,47.49857143
12/5/2018,44.83,48.15142857
12/6/2018,45,48.10428571
12/7/2018,35.29,45.31142857
12/8/2018,43.5,43.89714286
12/9/2018,41.72,42.09142857
12/10/2018,49.39,42.51285714
12/11/2018,,
12/12/2018,,
12/13/2018,,
12/14/2018,,
12/15/2018,,
12/16/2018,,
12/17/2018,,
12/18/2018,,
12/19/2018,,
12/20/2018,,
12/21/2018,66.29851054,66.29851054
12/22/2018,62.04312771,64.17081913
12/23/2018,53.13528655,60.49230827
12/24/2018,48.93,57.6017312
12/25/2018,43.41,54.76338496
12/26/2018,40.73,52.42448747
12/27/2018,38.01,50.36527497
12/28/2018,37.4,46.23691632
12/29/2018,35.68,42.47075522
12/30/2018,34.22,39.76857143
12/31/2018,33.75,37.6
1/1/2019,33.5,36.18428571
1/2/2019,32.41,34.99571429
1/3/2019,32.11,34.15285714
1/4/2019,32.41,33.44
1/5/2019,34.66,33.29428571
1/6/2019,33.75,33.22714286
1/7/2019,31.79,32.94714286
1/8/2019,32.11,32.74857143
1/9/2019,32.11,32.70571429
1/10/2019,38.01,33.54857143
1/11/2019,63.29672736,37.96096105
1/12/2019,65.7966993,42.40906095
1/13/2019,65.4831521,46.94236839
1/14/2019,67.61277197,52.05990725
1/15/2019,68.27104075,57.22577021
1/16/2019,68.16468425,62.37643939
1/17/2019,67.42189486,66.57813866
1/18/2019,68.12893084,67.26845344
1/19/2019,68.30619501,67.62695283
1/20/2019,68.97030947,68.12511817
1/21/2019,64.67306798,67.70516045
1/22/2019,64.09263535,67.1082454
1/23/2019,67.35245161,66.99221216
1/24/2019,67.80780531,67.04734222
1/25/2019,62.63155684,66.26200308
1/26/2019,53.99,64.21683237
1/27/2019,50.15,61.52821673
1/28/2019,45.08,58.72920702
1/29/2019,48.52,56.50454482
1/30/2019,40.96,52.73419459
1/31/2019,56.22331098,51.07926683
2/1/2019,59.92584258,50.69273622
2/2/2019,62.06278124,51.84599069
2/3/2019,60.30483924,53.29668201
2/4/2019,62.38392244,55.76867093
2/5/2019,62.88764646,57.82119185
2/6/2019,62.31426852,60.87180164
2/7/2019,62.53977414,61.77415352
2/8/2019,62.90901734,62.20032134
2/9/2019,52.32496016,60.80920404
2/10/2019,51.49,59.54994129
2/11/2019,50.65,57.87366666
2/12/2019,59.76083092,57.42697872
2/13/2019,62.95738715,57.51885281
2/14/2019,55.16366563,56.46512303
2/15/2019,61.5516091,56.27120757
2/16/2019,62.2400149,57.68764396
2/17/2019,62.98985943,59.33048102
2/18/2019,63.24530979,61.12981099
2/19/2019,60.29834058,61.20659808
2/20/2019,59.31076812,60.68565251
2/21/2019,61.10049027,61.53377031
2/22/2019,58.66202645,61.12097279
2/23/2019,,
2/24/2019,,
2/25/2019,,
2/26/2019,,
2/27/2019,,
2/28/2019,,
3/1/2019,,
3/2/2019,,
3/3/2019,,
3/4/2019,,
3/5/2019,,
3/6/2019,,
3/7/2019,,
3/8/2019,,
3/9/2019,,
3/10/2019,,
3/11/2019,,
3/12/2019,63.93582652,63.93582652
3/13/2019,65.05528183,64.49555418
3/14/2019,64.898998,64.63003545
3/15/2019,64.28072113,64.54270687
3/16/2019,59.98192452,63.6305504
3/17/2019,62.02838793,63.36352332
3/18/2019,62.22520205,63.200906
3/19/2019,61.5313055,62.85740299
3/20/2019,61.16559893,62.30173401
3/21/2019,62.69337182,61.98664455
3/22/2019,62.07752287,61.67190195
3/23/2019,53.16289615,60.69775503
3/24/2019,48.99,58.83512819
3/25/2019,47.55,56.73867075
3/26/2019,48.39,54.8613414
3/27/2019,51.13,53.42768441
3/28/2019,51.49,51.82720272
3/29/2019,48.73,49.92041374
3/30/2019,53.84474158,50.01782023
3/31/2019,57.26436311,51.1998721
4/1/2019,55.43887447,52.32685417
4/2/2019,63.7,54.51399702
4/3/2019,65.43,56.55685417
4/4/2019,62.62,58.14685417
4/5/2019,61.44,59.96256845
4/6/2019,62.91,61.25760537
4/7/2019,63.53,62.15269635
4/8/2019,63.67,63.32857143
4/9/2019,63.78,63.34
4/10/2019,64.54,63.21285714
4/11/2019,63.69,63.36571429
4/12/2019,63.2,63.61714286
4/13/2019,61.65,63.43714286
4/14/2019,60.97,63.07142857
4/15/2019,60.25,62.58285714
4/16/2019,52.75,61.00714286
4/17/2019,47.04,58.50714286
4/18/2019,48.39,56.32142857
4/19/2019,46.44,53.92714286
4/20/2019,43.6,51.34857143
4/21/2019,40.85,48.47428571
4/22/2019,37.56,45.23285714
4/23/2019,36.58,42.92285714
4/24/2019,35.87,41.32714286
4/25/2019,35.08,39.42571429
4/26/2019,39.9,38.49142857
4/27/2019,38.86,37.81428571
4/28/2019,59.44,40.47
4/29/2019,63.62,44.19285714
4/30/2019,64.41,48.16857143
5/1/2019,63.8,52.15857143
5/2/2019,63.5,56.21857143
5/3/2019,63.87,59.64285714
5/4/2019,63.58,63.17428571
5/5/2019,63.58,63.76571429
5/6/2019,63.43,63.73857143
5/7/2019,61.39,63.30714286
5/8/2019,57.76,62.44428571
5/9/2019,55.81,61.34571429
5/10/2019,55.33,60.12571429
5/11/2019,52.01,58.47285714
5/12/2019,54.77,57.21428571
5/13/2019,58.59,56.52285714
5/14/2019,51.78,55.15
5/15/2019,44.57,53.26571429
5/16/2019,40.26,51.04428571
5/17/2019,38.73,48.67285714
5/18/2019,37.86,46.65142857
5/19/2019,37.4,44.17
5/20/2019,37.24,41.12
5/21/2019,37.24,39.04285714
5/22/2019,36.75,37.92571429
5/23/2019,36.58,37.4
5/24/2019,36.75,37.11714286
5/25/2019,51.6,39.08
5/26/2019,51.84,41.14285714
5/27/2019,54.63,43.62714286
5/28/2019,61.47,47.08857143
5/29/2019,62.5,50.76714286
5/30/2019,63.94,54.67571429
5/31/2019,62.53,58.35857143
6/1/2019,60.79,59.67142857
6/2/2019,61.13,60.99857143
6/3/2019,59.85,61.74428571
6/4/2019,59.9,61.52
6/5/2019,60.89,61.29
6/6/2019,59.79,60.69714286
6/7/2019,60.94,60.47
6/8/2019,61.59,60.58428571
6/9/2019,62.24,60.74285714
6/10/2019,63,61.19285714
6/11/2019,62.91,61.62285714
6/12/2019,63.68,62.02142857
6/13/2019,63.83,62.59857143
6/14/2019,62.52,62.82428571
6/15/2019,61.57,62.82142857
6/16/2019,60.91,62.63142857
6/17/2019,61.42,62.40571429
6/18/2019,62.85,62.39714286
6/19/2019,63.12,62.31714286
6/20/2019,61.92,62.04428571
6/21/2019,56.55,61.19142857
6/22/2019,58.74,60.78714286
6/23/2019,61.78,60.91142857
6/24/2019,64,61.28
6/25/2019,66.01,61.73142857
6/26/2019,66.51,62.21571429
6/27/2019,66.78,62.91
6/28/2019,67.27,64.44142857
6/29/2019,67.57,65.70285714
6/30/2019,67.71,66.55
7/1/2019,68.18,67.14714286
7/2/2019,68.48,67.5
7/3/2019,68.19,67.74
7/4/2019,68.14,67.93428571
7/5/2019,68.37,68.09142857
7/6/2019,68.33,68.2
7/7/2019,67.72,68.20142857
7/8/2019,68.2,68.20428571
7/9/2019,68.18,68.16142857
7/10/2019,67.89,68.11857143
7/11/2019,68.05,68.10571429
7/12/2019,66.9,67.89571429
7/13/2019,66.28,67.60285714
7/14/2019,65.9,67.34285714
7/15/2019,66.15,67.05
7/16/2019,66.85,66.86
7/17/2019,67.1,66.74714286
7/18/2019,67.24,66.63142857
7/19/2019,67.17,66.67
7/20/2019,67.43,66.83428571
7/21/2019,67.72,67.09428571
7/22/2019,68.5,67.43
7/23/2019,67.93,67.58428571
7/24/2019,68.4,67.77
7/25/2019,68.81,67.99428571
7/26/2019,68.76,68.22142857
7/27/2019,69.07,68.45571429
7/28/2019,69.28,68.67857143
7/29/2019,68.98,68.74714286
7/30/2019,69.15,68.92142857
7/31/2019,69.05,69.01428571
8/1/2019,69.2,69.07
8/2/2019,69.38,69.15857143
8/3/2019,69.51,69.22142857
8/4/2019,69.54,69.25857143
8/5/2019,69.51,69.33428571
8/6/2019,69.73,69.41714286
8/7/2019,69.69,69.50857143
8/8/2019,69.41,69.53857143
8/9/2019,69.37,69.53714286
8/10/2019,69.6,69.55
8/11/2019,69.73,69.57714286
8/12/2019,69.78,69.61571429
8/13/2019,69.46,69.57714286
8/14/2019,69.57,69.56
8/15/2019,70.02,69.64714286
8/16/2019,70.26,69.77428571
8/17/2019,70.22,69.86285714
8/18/2019,70.34,69.95
8/19/2019,70.31,70.02571429
8/20/2019,70.22,70.13428571
8/21/2019,70.69,70.29428571
8/22/2019,70.57,70.37285714
8/23/2019,70.68,70.43285714
8/24/2019,71.13,70.56285714
8/25/2019,71.68,70.75428571
8/26/2019,72.06,71.00428571
8/27/2019,71.95,71.25142857
8/28/2019,71.93,71.42857143
8/29/2019,71.86,71.61285714
8/30/2019,71.93,71.79142857
8/31/2019,71.94,71.90714286
9/1/2019,72.16,71.97571429
9/2/2019,72.44,72.03
9/3/2019,72.29,72.07857143
9/4/2019,72.51,72.16142857
9/5/2019,72.38,72.23571429
9/6/2019,72.72,72.34857143
9/7/2019,73.28,72.54
9/8/2019,73.23,72.69285714
9/9/2019,73.19,72.8
9/10/2019,73.52,72.97571429
9/11/2019,73.82,73.16285714
9/12/2019,73.63,73.34142857
9/13/2019,74.61,73.61142857
9/14/2019,74.78,73.82571429
9/15/2019,74.3,73.97857143
9/16/2019,74.36,74.14571429
9/17/2019,74.94,74.34857143
9/18/2019,75.43,74.57857143
9/19/2019,76.33,74.96428571
9/20/2019,75.9,75.14857143
9/21/2019,75.77,75.29
9/22/2019,76.71,75.63428571
9/23/2019,76.78,75.98
9/24/2019,76.43,76.19285714
9/25/2019,77.23,76.45
9/26/2019,78.14,76.70857143
9/27/2019,78.21,77.03857143
9/28/2019,78.93,77.49
9/29/2019,79.3,77.86
9/30/2019,79.93,78.31
10/1/2019,80.76,78.92857143
10/2/2019,80.52,79.39857143
10/3/2019,81.71,79.90857143
10/4/2019,81.36,80.35857143
10/5/2019,81.28,80.69428571
10/6/2019,81.29,80.97857143
10/7/2019,81.22,81.16285714
10/8/2019,81.21,81.22714286
10/9/2019,82.97,81.57714286
10/10/2019,84.43,81.96571429
10/11/2019,85.85,82.60714286
10/12/2019,86.11,83.29714286
10/13/2019,84.43,83.74571429
10/14/2019,83.85,84.12142857
10/15/2019,83.52,84.45142857
10/16/2019,83.94,84.59
10/17/2019,80.25,83.99285714
10/18/2019,78.54,82.94857143
10/19/2019,79.22,81.96428571
10/20/2019,78.51,81.11857143
10/21/2019,78.49,80.35285714
10/22/2019,78.18,79.59
10/23/2019,77.15,78.62
10/24/2019,76.07,78.02285714
10/25/2019,75.36,77.56857143
10/26/2019,74.96,76.96
10/27/2019,74.77,76.42571429
10/28/2019,74.19,75.81142857
10/29/2019,73.82,75.18857143
10/30/2019,73.2,74.62428571
10/31/2019,72.72,74.14571429
11/1/2019,71.41,73.58142857
11/2/2019,70.08,72.88428571
11/3/2019,68.96,72.05428571
11/4/2019,68.3,71.21285714
11/5/2019,67.67,70.33428571
11/6/2019,67.87,69.57285714
11/7/2019,68.3,68.94142857
11/8/2019,68.03,68.45857143
11/9/2019,68.89,68.28857143
11/10/2019,68.94,68.28571429
11/11/2019,68.37,68.29571429
11/12/2019,67.99,68.34142857
11/13/2019,67.83,68.33571429
11/14/2019,67.94,68.28428571
11/15/2019,67.97,68.27571429
11/16/2019,68.16,68.17142857
11/17/2019,68.87,68.16142857
11/18/2019,69.47,68.31857143
11/19/2019,69.69,68.56142857
11/20/2019,69.2,68.75714286
11/21/2019,69.51,68.98142857
11/22/2019,69.83,69.24714286
11/23/2019,69.62,69.45571429
11/24/2019,69.88,69.6
11/25/2019,69.64,69.62428571
11/26/2019,69.74,69.63142857
11/27/2019,70.08,69.75714286
11/28/2019,69.45,69.74857143
11/29/2019,69.85,69.75142857
11/30/2019,70.43,69.86714286
12/1/2019,70.43,69.94571429
12/2/2019,70.69,70.09571429
12/3/2019,71.05,70.28285714
12/4/2019,71.29,70.45571429
12/5/2019,71.24,70.71142857
12/6/2019,71.27,70.91428571
12/7/2019,71.23,71.02857143
12/8/2019,71.36,71.16142857
12/9/2019,71.16,71.22857143
12/10/2019,70.8,71.19285714
12/11/2019,70.11,71.02428571
12/12/2019,70.05,70.85428571
12/13/2019,70.17,70.69714286
12/14/2019,70.49,70.59142857
12/15/2019,69.43,70.31571429
12/16/2019,67.83,69.84
12/17/2019,68.34,69.48857143
12/18/2019,67.66,69.13857143
12/19/2019,65.24,68.45142857
12/20/2019,66.77,67.96571429
12/21/2019,67.92,67.59857143
12/22/2019,68.18,67.42
12/23/2019,67.7,67.40142857
12/24/2019,67.73,67.31428571
12/25/2019,68.1,67.37714286
12/26/2019,68.18,67.79714286
12/27/2019,68.32,68.01857143
12/28/2019,68.14,68.05
12/29/2019,67.98,68.02142857
12/30/2019,68.75,68.17142857
12/31/2019,69.34,68.40142857
1/1/2020,67.91,68.37428571
1/2/2020,67.77,68.31571429
1/3/2020,68.35,68.32
1/4/2020,69.19,68.47
1/5/2020,68.87,68.59714286
1/6/2020,69.7,68.73285714
1/7/2020,69.72,68.78714286
1/8/2020,69.65,69.03571429
1/9/2020,68.13,69.08714286
1/10/2020,68.75,69.14428571
1/11/2020,68.76,69.08285714
1/12/2020,68.18,68.98428571
1/13/2020,67.45,68.66285714
1/14/2020,68.32,68.46285714
1/15/2020,68.11,68.24285714
1/16/2020,67.57,68.16285714
1/17/2020,66.11,67.78571429
1/18/2020,69.06,67.82857143
1/19/2020,68.57,67.88428571
1/20/2020,68.65,68.05571429
1/21/2020,70.15,68.31714286
1/22/2020,70.39,68.64285714
1/23/2020,70.2,69.01857143
1/24/2020,70.21,69.60428571
1/25/2020,70.46,69.80428571
1/26/2020,69.69,69.96428571
1/27/2020,68.71,69.97285714
1/28/2020,67.29,69.56428571
1/29/2020,67.49,69.15
1/30/2020,67.81,68.80857143
1/31/2020,67.98,68.49
2/1/2020,68.81,68.25428571
2/2/2020,69.54,68.23285714
2/3/2020,69.63,68.36428571
2/4/2020,69.8,68.72285714
2/5/2020,70,69.08142857
2/6/2020,70.28,69.43428571
2/7/2020,70.45,69.78714286
2/8/2020,68.28,69.71142857
2/9/2020,67.8,69.46285714
2/10/2020,68.02,69.23285714
2/11/2020,67.2,68.86142857
2/12/2020,66.5,68.36142857
2/13/2020,66.04,67.75571429
2/14/2020,63.29,66.73285714
2/15/2020,64.17,66.14571429
2/16/2020,63.33,65.50714286
2/17/2020,62.28,64.68714286
2/18/2020,64.69,64.32857143
2/19/2020,64.06,63.98
2/20/2020,62.89,63.53
2/21/2020,64.6,63.71714286
2/22/2020,66.49,64.04857143
2/23/2020,65.12,64.30428571
2/24/2020,66.79,64.94857143
2/25/2020,67.26,65.31571429
2/26/2020,67.4,65.79285714
2/27/2020,67.43,66.44142857
2/28/2020,63.82,66.33
2/29/2020,63.15,65.85285714
3/1/2020,66.89,66.10571429
3/2/2020,68.54,66.35571429
3/3/2020,68.72,66.56428571
3/4/2020,69.01,66.79428571
3/5/2020,68.32,66.92142857
3/6/2020,68.89,67.64571429
3/7/2020,69.8,68.59571429
3/8/2020,70.19,69.06714286
3/9/2020,69.29,69.17428571
3/10/2020,68.96,69.20857143
3/11/2020,68.74,69.17
3/12/2020,68.83,69.24285714
3/13/2020,69.09,69.27142857
3/14/2020,68.09,69.02714286
3/15/2020,67.51,68.64428571
3/16/2020,67.82,68.43428571
3/17/2020,68,68.29714286
3/18/2020,67.46,68.11428571
3/19/2020,67.51,67.92571429
3/20/2020,67.38,67.68142857
3/21/2020,66.1,67.39714286
3/22/2020,67.02,67.32714286
3/23/2020,68.33,67.4
3/24/2020,67.32,67.30285714
3/25/2020,67.19,67.26428571
3/26/2020,67.62,67.28
3/27/2020,67.21,67.25571429
3/28/2020,66.41,67.3
3/29/2020,65.74,67.11714286
3/30/2020,66.03,66.78857143
3/31/2020,66.31,66.64428571
4/1/2020,67.25,66.65285714
4/2/2020,66.77,66.53142857
4/3/2020,68.65,66.73714286
4/4/2020,70.08,67.26142857
4/5/2020,69.97,67.86571429
4/6/2020,69.45,68.35428571
4/7/2020,69.18,68.76428571
4/8/2020,69.31,69.05857143
4/9/2020,69.09,69.39
4/10/2020,68.11,69.31285714
4/11/2020,67.2,68.90142857
4/12/2020,67.77,68.58714286
4/13/2020,68.14,68.4
4/14/2020,64.2,67.68857143
4/15/2020,62.9,66.77285714
4/16/2020,62.67,65.85571429
4/17/2020,63.03,65.13
4/18/2020,62.09,64.4
4/19/2020,63.84,63.83857143
4/20/2020,63.53,63.18
4/21/2020,63.91,63.13857143
4/22/2020,62.49,63.08
4/23/2020,61.61,62.92857143
4/24/2020,62.73,62.88571429
4/25/2020,62.62,62.96142857
4/26/2020,62.1,62.71285714
4/27/2020,62.07,62.50428571
4/28/2020,62.55,62.31
4/29/2020,63.04,62.38857143
4/30/2020,64.87,62.85428571
5/1/2020,62.14,62.77
5/2/2020,58.51,62.18285714
5/3/2020,54.61,61.11285714
5/4/2020,53.24,59.85142857
5/5/2020,51.72,58.30428571
5/6/2020,52.3,56.77
5/7/2020,54.55,55.29571429
5/8/2020,54.74,54.23857143
5/9/2020,48.99,52.87857143
5/10/2020,42.54,51.15428571
5/11/2020,40.5,49.33428571
5/12/2020,46.36,48.56857143
5/13/2020,55.78,49.06571429
5/14/2020,57.02,49.41857143
5/15/2020,59.33,50.07428571
5/16/2020,60.09,51.66
5/17/2020,63.06,54.59142857
5/18/2020,63.67,57.90142857
5/19/2020,65.42,60.62428571
5/20/2020,65.98,62.08142857
5/21/2020,65.51,63.29428571
5/22/2020,64.55,64.04
5/23/2020,64.16,64.62142857
5/24/2020,65.6,64.98428571
5/25/2020,66.04,65.32285714
5/26/2020,65.77,65.37285714
5/27/2020,65.67,65.32857143
5/28/2020,65.87,65.38
5/29/2020,65.93,65.57714286
5/30/2020,65.52,65.77142857
5/31/2020,65.67,65.78142857
6/1/2020,66.91,65.90571429
6/2/2020,67.07,66.09142857
6/3/2020,67.43,66.34285714
6/4/2020,67.36,66.55571429
6/5/2020,67.25,66.74428571
6/6/2020,67.05,66.96285714
6/7/2020,67.02,67.15571429
6/8/2020,67.11,67.18428571
6/9/2020,67.28,67.21428571
6/10/2020,67.5,67.22428571
6/11/2020,67.34,67.22142857
6/12/2020,66.48,67.11142857
6/13/2020,66.95,67.09714286
6/14/2020,67.68,67.19142857
6/15/2020,68.35,67.36857143
6/16/2020,68.62,67.56
6/17/2020,68.76,67.74
6/18/2020,68.92,67.96571429
6/19/2020,68.78,68.29428571
6/20/2020,68.64,68.53571429
6/21/2020,68.71,68.68285714
6/22/2020,68.85,68.75428571
6/23/2020,68.87,68.79
6/24/2020,69.02,68.82714286
6/25/2020,69.01,68.84
6/26/2020,69.23,68.90428571
6/27/2020,69.28,68.99571429
6/28/2020,69.44,69.1
6/29/2020,69.55,69.2
6/30/2020,69.62,69.30714286
7/1/2020,69.7,69.40428571
7/2/2020,69.64,69.49428571
7/3/2020,69.65,69.55428571
7/4/2020,70.08,69.66857143
7/5/2020,70.34,69.79714286
7/6/2020,70.15,69.88285714
7/7/2020,70.09,69.95
7/8/2020,70.12,70.01
7/9/2020,70.19,70.08857143
7/10/2020,70.01,70.14
7/11/2020,69.22,70.01714286
7/12/2020,68.86,69.80571429
7/13/2020,68.68,69.59571429
7/14/2020,68.7,69.39714286
7/15/2020,68.98,69.23428571
7/16/2020,69.27,69.10285714
7/17/2020,69.16,68.98142857
7/18/2020,68.91,68.93714286
7/19/2020,69.31,69.00142857
7/20/2020,69.49,69.11714286
7/21/2020,69.39,69.21571429
7/22/2020,69.55,69.29714286
7/23/2020,69.64,69.35
7/24/2020,69.53,69.40285714
7/25/2020,69.48,69.48428571
7/26/2020,69.44,69.50285714
7/27/2020,69.33,69.48
7/28/2020,,
7/29/2020,,
7/30/2020,,
7/31/2020,,
8/1/2020,,
8/2/2020,,
8/3/2020,,
8/4/2020,,
8/5/2020,,
8/6/2020,,
8/7/2020,,
8/8/2020,,
8/9/2020,,
8/10/2020,,
8/11/2020,,
8/12/2020,,
8/13/2020,,
8/14/2020,65.8,65.8
8/15/2020,66.94,66.37
8/16/2020,67.79,66.84333333
8/17/2020,68.2,67.1825
8/18/2020,67.87,67.32
8/19/2020,67.83,67.405
8/20/2020,68.01,67.49142857
8/21/2020,68.23,67.83857143
8/22/2020,68.03,67.99428571
8/23/2020,68.12,68.04142857
8/24/2020,68.08,68.02428571
8/25/2020,68.21,68.07285714
8/26/2020,68.4,68.15428571
8/27/2020,68.75,68.26
8/28/2020,68.74,68.33285714
8/29/2020,68.99,68.47
8/30/2020,68.67,68.54857143
8/31/2020,68.88,68.66285714
9/1/2020,69.08,68.78714286
9/2/2020,69.44,68.93571429
9/3/2020,69.52,69.04571429
9/4/2020,69.47,69.15
9/5/2020,69.5,69.22285714
9/6/2020,69.54,69.34714286
9/7/2020,69.6,69.45
9/8/2020,69.69,69.53714286
9/9/2020,69.81,69.59
9/10/2020,70.01,69.66
9/11/2020,69.98,69.73285714
9/12/2020,70.68,69.90142857
9/13/2020,70.79,70.08
9/14/2020,70.51,70.21
9/15/2020,70.76,70.36285714
9/16/2020,71.07,70.54285714
9/17/2020,71.11,70.7
9/18/2020,71.15,70.86714286
9/19/2020,71.57,70.99428571
9/20/2020,71.89,71.15142857
9/21/2020,72.18,71.39
9/22/2020,72.55,71.64571429
9/23/2020,72.82,71.89571429
9/24/2020,72.51,72.09571429
9/25/2020,72.51,72.29
9/26/2020,72.7,72.45142857
9/27/2020,72.94,72.60142857
9/28/2020,73.49,72.78857143
