datetime,Trenton_discharge,Trenton_specificconductance,Schuylkill_discharge,Schuylkill_specificconductance
2019-11-10,9785.520833,187.125,2203.333333,375.0625
2019-11-11,8938.229167,193.2173913,2048.333333,382.5416667
2019-11-12,8216.25,201.375,1987.5,385.8333333
2019-11-13,7712.395833,208.0833333,1944.166667,398.9375
2019-11-14,7615.9375,216.125,1840.208333,407.0416667
2019-11-15,7306.458333,213.9166667,1703.75,413.7708333
2019-11-16,6585.3125,213.5416667,1573.541667,424.0833333
2019-11-17,6512.395833,224.3333333,1530.208333,432.2291667
2019-11-18,5921.5625,225,1476.666667,445.6458333
2019-11-19,5685.833333,232.75,1446.666667,452.4791667
2019-11-20,5720.9375,241.2083333,1406.875,452.6041667
2019-11-21,6144.270833,241.125,1369.375,455.8958333
2019-11-22,6276.25,230.5416667,1341.666667,461.7083333
2019-11-23,6084.791667,224.8333333,1340.208333,470.1666667
2019-11-24,7936.5625,223.4583333,3847.291667,468.2916667
2019-11-25,10749.16667,230.0769231,5105.833333,375.9166667
2019-11-26,12895.83333,210.2608696,3285.208333,309.2916667
2019-11-27,12311.45833,179.1176471,2657.5,325.5208333
2019-11-28,10739.58333,181,2299.166667,346.6875
2019-11-29,10135.41667,182.7058824,1997.5,370.3541667
2019-11-30,9714.0625,185.4705882,1844.583333,390.4583333
2019-12-01,9405.208333,190.5625,1933.958333,408.9791667
2019-12-02,10604.0625,198.0666667,3960.208333,412.6666667
2019-12-03,11132.29167,235,3364.791667,383.5833333
2019-12-04,10496.25,242.7083333,2620.625,358.9375
2019-12-05,9761.979167,235.25,2280.416667,374.3541667
2019-12-06,8978.958333,226.7083333,2097.5,393.4583333
2019-12-07,8466.979167,230.375,1924.375,410.8541667
2019-12-08,8083.020833,241.0416667,1776.041667,424.7083333
2019-12-09,8402.395833,232.5833333,2250,434.3125
2019-12-10,12887.5,230.3333333,6040.208333,399.3098592
2019-12-11,14687.5,244.75,5304.375,323.5538462
2019-12-12,21722.91667,215.0833333,4312.5,332.8958333
2019-12-13,19794.79167,186.5416667,3380.625,342.7291667
2019-12-14,19935.41667,187.125,4887.916667,367.5625
2019-12-15,19690.625,200.4166667,5021.666667,353.9583333
2019-12-16,22676.04167,185.4583333,4166.875,331.6875
2019-12-17,23922.91667,171.375,7592.083333,334.5833333
2019-12-18,21807.29167,192.9583333,7685,298.1458333
2019-12-19,18333.33333,194.9583333,4731.458333,297.0208333
2019-12-20,15751.04167,191.9230769,3775.208333,325.1666667
2019-12-21,13627.08333,,3205.416667,346.5833333
2019-12-22,12172.91667,,2887.291667,363.5957447
2019-12-23,10777.08333,206.0909091,2714.375,376.1041667
2019-12-24,10443.75,,2581.25,383.0833333
2019-12-25,10468.75,,2429.166667,384.7708333
2019-12-26,9880.208333,,2285.833333,394.6041667
2019-12-27,9489.270833,204.4444444,2153.333333,402.3333333
2019-12-28,9235.520833,206.6111111,2053.333333,405.375
2019-12-29,9019.375,211.4,2003.333333,406.0833333
2019-12-30,10905.10417,212,2943.125,406.7916667
2019-12-31,16931.25,202.0952381,5891.458333,390.8958333
2020-01-01,20259.375,178.6086957,4099.375,330.2291667
2020-01-02,17663.54167,167.4166667,3257.916667,332.3333333
2020-01-03,15827.08333,168.1304348,2871.875,353.6666667
2020-01-04,15117.70833,172.25,3017.5,368.0416667
2020-01-05,14933.33333,177.5416667,3290.833333,377.125
2020-01-06,14690.625,179.5,2849.375,378.875
2020-01-07,14023.95833,174.1666667,2602.083333,369.25
2020-01-08,13700,178.7916667,2551.25,371.8125
2020-01-09,12878.125,181.0416667,2417.083333,384.3958333
2020-01-10,11902.08333,182.8333333,2258.333333,402.1041667
2020-01-11,11167.70833,185.625,2107.5,413.1875
2020-01-12,11355.20833,189.0416667,2373.541667,417.5416667
2020-01-13,11890.625,197.7916667,3170.625,421.5
2020-01-14,14727.08333,196.4166667,2711.458333,408.9791667
2020-01-15,14281.25,168.9583333,2549.583333,407.5416667
2020-01-16,12936.45833,171.1666667,2547.5,403.3125
2020-01-17,12022.91667,176.7916667,2350,413.3958333
2020-01-18,11685.41667,176.9583333,2123.333333,417.6666667
2020-01-19,10709.0625,177.0833333,2256.25,448.2708333
2020-01-20,9812.708333,197.625,2504.166667,571.1041667
2020-01-21,9472.291667,219.5833333,2170.833333,572.5833333
2020-01-22,9465.416667,209.7083333,1936.666667,570.4375
2020-01-23,9080.208333,205.4761905,1851.666667,573.5833333
2020-01-24,9429.583333,203.375,1832.083333,535
2020-01-25,12980.9375,199,11256.73469,480.1041667
2020-01-26,22320.83333,213.3333333,17904.16667,237.5416667
2020-01-27,20911.45833,202.875,9114.375,284.2708333
2020-01-28,20798.95833,179.2083333,6513.541667,300.5833333
2020-01-29,17408.33333,170.125,5265.625,309.9791667
2020-01-30,15160.41667,174.2916667,4250,324.6458333
2020-01-31,13983.33333,191.625,3664.166667,334.4375
2020-02-01,13162.5,180,3396.25,345.125
2020-02-02,12618.75,182.4583333,3207.083333,359.2916667
2020-02-03,11961.45833,186.4166667,3046.875,364.3541667
2020-02-04,11915.625,196.7083333,2846.666667,374.125
2020-02-05,12408.33333,190.7083333,2653.541667,375.3125
2020-02-06,13221.875,188.3333333,3154.166667,388.9375
2020-02-07,15058.33333,188.875,4585.416667,405.0416667
2020-02-08,18069.79167,187.9166667,6005.416667,374.5
2020-02-09,22662.5,166.4583333,4468.958333,342.1458333
2020-02-10,19245.83333,161.2916667,3863.125,342.5
2020-02-11,20323.95833,171.1666667,6158.333333,363.0625
2020-02-12,19759.375,166.4583333,5755.625,335.5833333
2020-02-13,20036.45833,164.6666667,5195.208333,336.5416667
2020-02-14,21403.125,174.0833333,6016.458333,351.125
2020-02-15,20865.625,171.25,4850.208333,335.0625
2020-02-16,17406.25,172.2916667,4122.5,346.4166667
2020-02-17,15484.375,186.9166667,3891.25,357.4166667
2020-02-18,14971.875,187.3529412,3645.208333,360.25
2020-02-19,14471.875,185.4166667,3425.208333,366.75
2020-02-20,13800,203.1904762,3250.625,377.5416667
2020-02-21,13719.79167,186.1666667,2924.791667,388.8333333
2020-02-22,12441.66667,184.2083333,2677.291667,402.3541667
2020-02-23,11310.41667,190.375,2552.916667,413.5208333
2020-02-24,10301.25,200.5416667,2466.875,416.8125
2020-02-25,10108.02083,205.0416667,2418.541667,426.3958333
2020-02-26,10696.875,204.875,2403.958333,428.0625
2020-02-27,12037.5,198.2083333,3856.041667,422.1666667
2020-02-28,14962.36559,194.625,3736.875,404.25
2020-02-29,18471.875,166.25,2862.291667,377.9791667
2020-03-01,15277.08333,157,2482.291667,380.6875
2020-03-02,13094.79167,168.375,2290.416667,411.9791667
2020-03-03,12317.70833,176.875,2231.041667,421.0416667
2020-03-04,13243.75,175.7916667,3078.333333,421.4166667
2020-03-05,13790.625,181.25,3065.416667,440.2083333
2020-03-06,14920.83333,170.3333333,2711.875,412.3958333
2020-03-07,14297.91667,162.7916667,2936.666667,419.5
2020-03-08,13168.47826,164.2608696,2758.478261,426.4565217
2020-03-09,11832.29167,171.047619,2432.291667,440.3958333
2020-03-10,11222.91667,178.4166667,2300.416667,421.5
2020-03-11,11101.04167,177.7916667,2269.791667,404.4166667
2020-03-12,10589.58333,179.5416667,2377.083333,400.125
2020-03-13,10275,185.1666667,2525,406.75
2020-03-14,10729.16667,188.875,2546.666667,413.8541667
2020-03-15,11143.75,189.0833333,2327.5,412.6458333
2020-03-16,10882.29167,179.8333333,2088.333333,409.5416667
2020-03-17,10172.91667,179.375,2002.5,409.2083333
2020-03-18,9690.520833,181.0416667,1940,405.9375
2020-03-19,11589.375,180.9166667,4341.458333,400.4375
2020-03-20,12781.25,188.5416667,4550,348.8541667
2020-03-21,13853.125,184.875,3436.041667,327.25
2020-03-22,13545.83333,170.2608696,2930,337.0625
2020-03-23,13198.95833,168.9166667,3135,357.6666667
2020-03-24,15593.75,172.0416667,4995.625,356.6666667
2020-03-25,15201.04167,175.7083333,3956.875,330.7291667
2020-03-26,15296.875,173.4583333,3452.083333,334.5434783
2020-03-27,14508.33333,169.25,3229.791667,345.7291667
2020-03-28,13990.625,176.0833333,4138.125,355.9166667
2020-03-29,16397.91667,175.625,10518.95833,289.25
2020-03-30,16088.54167,187.5416667,7418.541667,245.8958333
2020-03-31,18015.625,167.0416667,6080.625,284.0625
2020-04-01,18505.20833,159.9583333,5180,296.7083333
2020-04-02,17212.5,158.5,4413.333333,306.125
2020-04-03,15704.16667,160.7083333,3870.625,315.125
2020-04-04,14562.96296,163.2083333,3497.083333,326.625
2020-04-05,12898.66667,167.9166667,3217.916667,334.7291667
2020-04-06,12029.16667,174.5833333,3026.041667,343.1458333
2020-04-07,11526.66667,178.3333333,2802.083333,344
2020-04-08,12144.79167,,3369.791667,348.2083333
2020-04-09,11837.68116,,3631.25,349.9791667
2020-04-10,11610.41667,,3012.083333,346.5833333
2020-04-11,12243.75,,2625.208333,340.6666667
2020-04-12,12329.16667,,2387.291667,350.4375
2020-04-13,19383.33333,147.75,11235.41667,321.5319149
2020-04-14,33616.66667,159.5416667,15575,191.3333333
2020-04-15,38808.33333,129.375,9763.333333,239.8333333
2020-04-16,30287.5,127.6666667,6903.125,252.4583333
2020-04-17,24315.625,123.9583333,5436.458333,264.8125
2020-04-18,20963.54167,133.875,4684.583333,279.4166667
2020-04-19,19418.75,143.7916667,4467.291667,296.9583333
2020-04-20,18279.16667,148.2083333,4007.916667,303.6875
2020-04-21,17572.91667,149,3634.375,304.1458333
2020-04-22,16887.5,,3422.708333,319.1875
2020-04-23,16071.875,,3071.458333,330.8541667
2020-04-24,16476.04167,,4487.083333,335.3333333
2020-04-25,16718.75,,5173.541667,323.7083333
2020-04-26,15744.79167,,4191.666667,308.3541667
2020-04-27,17657.29167,170.125,6672.083333,304.3333333
2020-04-28,23136.45833,153.5,5223.541667,275.25
2020-04-29,23310.41667,135.7083333,4479.166667,295.25
2020-04-30,21033.33333,137.9166667,4196.666667,313.8958333
2020-05-01,28948.95833,148,12032.65306,279.7291667
2020-05-02,46844.79167,125.625,11055.41667,229.3333333
2020-05-03,47898.95833,102.8333333,7727.708333,223.25
2020-05-04,36844.79167,106.4583333,6302.083333,246.3958333
2020-05-05,30312.5,118.875,5460.625,263
2020-05-06,24834.66667,128.9166667,4635.208333,281.8958333
2020-05-07,21493.9759,138.125,4181.875,304.0833333
2020-05-08,18658.75,145.75,3906.875,312.4583333
2020-05-09,19336.45833,152.7916667,5777.5,318.375
2020-05-10,17576.04167,157.2083333,4604.166667,305.5625
2020-05-11,15550,161.2916667,3688.125,297.2083333
2020-05-12,14498.95833,166.2631579,3372.916667,317.3913043
2020-05-13,14072.91667,167.7727273,3118.958333,337.1041667
2020-05-14,13214.58333,166.9444444,2860.416667,352.5625
2020-05-15,11792.70833,171.125,2723.958333,365.9583333
2020-05-16,11500,178.0416667,2592.291667,374.6875
2020-05-17,11897.91667,178,2493.333333,381.9375
2020-05-18,13685.41667,171.8333333,2388.75,382.3125
2020-05-19,12702.08333,160.25,2271.041667,390.6875
2020-05-20,12372.91667,160.9166667,2165.833333,391.8541667
2020-05-21,11070.83333,159.9166667,2069.166667,396.1666667
2020-05-22,10035.72917,162.5,2194.166667,405.7083333
2020-05-23,9698.125,173,3216.458333,412.0833333
2020-05-24,9763.854167,183.6666667,3150.416667,392.3125
2020-05-25,9736.744186,190.3333333,2435.833333,367.3958333
2020-05-26,9296.770833,183.9166667,2175,366.5208333
2020-05-27,8846.5625,190.3333333,2016.666667,384.0454545
2020-05-28,8524.270833,187.2083333,1958.333333,398.6666667
2020-05-29,7963.333333,188.375,1977.5,402.5
2020-05-30,7925.833333,195.4166667,2480.416667,
2020-05-31,8519.791667,199.375,2584.375,
2020-06-01,8426.875,197.875,2165.208333,
2020-06-02,7677.916667,186.625,1935,
2020-06-03,7196.041667,190.5,2126.25,396.7
2020-06-04,7407.093023,198.6190476,2869.583333,402.5833333
2020-06-05,9208.023256,202.4166667,4358.125,390.5833333
2020-06-06,11197.91667,197.7916667,5827.083333,327.7916667
2020-06-07,9324.166667,182.3333333,3602.083333,313.6041667
2020-06-08,7602.771084,183.4583333,2744.583333,342.0208333
2020-06-09,6851.27907,197.5,2450.208333,356.5
2020-06-10,6459.583333,204.5416667,2273.75,360.1875
2020-06-11,6201.458333,207.375,2431.875,371.8958333
2020-06-12,11804.6875,214.1666667,3624.166667,388.375
2020-06-13,19305.20833,136.2916667,3464.583333,387.125
2020-06-14,14998.95833,125.125,2807.291667,347.3958333
2020-06-15,9757.395833,132.75,2434.583333,318.625
2020-06-16,8374.895833,158.0416667,2222.5,327.1276596
2020-06-17,7951.770833,170.3333333,2010,348.375
2020-06-18,7188.4375,174.2916667,1971.666667,372.0625
2020-06-19,6679.101124,181.625,1904.166667,387.625
2020-06-20,6602.083333,188.9583333,1966.666667,404.2291667
2020-06-21,6516.458333,197.9583333,2123.333333,429.6458333
2020-06-22,5778.333333,202.3333333,1858.958333,433.6875
2020-06-23,5648.854167,205.4166667,1682.916667,432.7916667
2020-06-24,5386.941176,214.5,1735,436.6666667
2020-06-25,6206.506024,217.3684211,1836.666667,425.9166667
2020-06-26,5545.243902,216.5416667,1763.125,440.2291667
2020-06-27,5031.041667,216.8333333,1622.916667,453.9375
2020-06-28,5258.125,221.0416667,1437.708333,456.9791667
2020-06-29,5173.958333,230.9166667,1632.083333,462.8333333
2020-06-30,5376.145833,229.2916667,1456.875,465.0625
2020-07-01,5267.395833,222.5,1302.083333,476.0625
2020-07-02,5229.0625,216.4166667,1248.125,480.4772727
2020-07-03,4997.1875,222.9583333,1165.625,479.9166667
2020-07-04,5165.104167,226.9166667,1130,482.0416667
2020-07-05,4826.25,228,1126.666667,493.8125
2020-07-06,4609.066667,229.5416667,2565.416667,504.0625
2020-07-07,4767.1875,226.9166667,2145.416667,421.8958333
2020-07-08,4557.395833,228.7083333,1346.041667,347.6875
2020-07-09,4895.9375,239.3333333,2282.083333,349.1666667
2020-07-10,7750.520833,226.125,6752.5,416.375
2020-07-11,16042.70833,176.6666667,9878.77551,246
2020-07-12,15964.58333,193.75,4459.583333,263.1041667
2020-07-13,16075,161.8333333,3718.333333,289.8541667
2020-07-14,13532.29167,156.9583333,3231.458333,329.5625
2020-07-15,10007.08333,156.5217391,2352.708333,322.1666667
2020-07-16,8100,165.4166667,1823.958333,338.3488372
2020-07-17,6843.4375,178.9166667,1600.416667,378.0208333
2020-07-18,5947.708333,192.4166667,1436.458333,403.8958333
2020-07-19,5482.1875,207.7916667,1330.208333,426.1041667
2020-07-20,5201.097561,214.9583333,1233.333333,446.125
2020-07-21,5198.795181,219.7083333,1120.854167,460.5416667
2020-07-22,5429.058824,225.375,1186.5,470.7916667
2020-07-23,6098.390805,220.0416667,1867.708333,479.7083333
2020-07-24,5895.416667,219.2916667,2220.833333,473.5
2020-07-25,5428.020833,227.4583333,1614.791667,435.2708333
2020-07-26,4759.0625,235.75,1336.458333,429.1041667
2020-07-27,4645.833333,234.9166667,1170.833333,440.625
2020-07-28,4635.416667,242.7083333,1053.479167,452.4166667
2020-07-29,4252.934783,239.6666667,957.3541667,468.0625
2020-07-30,3929.08046,232.1666667,910.7708333,482.4782609
2020-07-31,4362.857143,237.5833333,1012.166667,495.8125
2020-08-01,4218.452381,235.7083333,1356.666667,512.7291667
2020-08-02,3942.409639,256.2083333,1067.916667,524.1041667
2020-08-03,7762.1875,256,6072.291667,477.4166667
2020-08-04,16322.36842,208.9583333,35024.08163,219.125
2020-08-05,64704.30108,189.0666667,42972.91667,164.2708333
2020-08-06,44747.91667,146.0416667,11007.29167,221.7083333
2020-08-07,27219.79167,149.2083333,5522.5,248.6666667
2020-08-08,23843.75,151.4166667,6840.416667,284.2916667
2020-08-09,16883.33333,165.4285714,6180.833333,270.4791667
2020-08-10,13207.29167,170.1875,4347.291667,279.1875
2020-08-11,10699.16667,183.8333333,3587.708333,309.2291667
2020-08-12,9537.291667,192.75,3308.75,326.7083333
2020-08-13,9051.041667,197.9166667,3190.851064,351.9302326
2020-08-14,9782.708333,205.7083333,2546.458333,350.4166667
2020-08-15,9245.368421,187.8333333,2225.833333,381.9583333
2020-08-16,7994.942529,195.5416667,2119.166667,386.75
2020-08-17,7308.192771,205.8333333,2076.666667,408.5833333
2020-08-18,6924.096386,217.5833333,1903.541667,418.6041667
2020-08-19,7134.823529,216.9166667,1771.25,428.4583333
2020-08-20,6845.348837,215.3636364,1652.916667,437.5
2020-08-21,6017.954545,216.9166667,1551.666667,442.6458333
2020-08-22,5535.208333,227.0833333,1454.166667,451.5416667
2020-08-23,5289.6875,234.0416667,1438.75,467.5833333
2020-08-24,5201.875,239.375,1549.791667,474.5625
2020-08-25,5596.666667,244.125,1371.666667,487.7916667
2020-08-26,5209.479167,234.5,1279.791667,486.375
2020-08-27,4856.666667,234.25,1231.666667,481.1111111
2020-08-28,4763.645833,234.375,1464.791667,488.1041667
2020-08-29,4762.708333,238.25,2088.125,482.3125
2020-08-30,6336.741573,246.2916667,1850.208333,471
2020-08-31,6490.208333,239.2173913,1577.5,479.25
2020-09-01,5499.270833,216.5882353,1379.791667,485.8125
2020-09-02,5100.689655,214.8695652,1287.083333,468.9574468
2020-09-03,5339.39759,215.5,1330.208333,464.9375
2020-09-04,10621.04167,217.875,3027.916667,481.6458333
2020-09-05,8616.875,198.4166667,2753.958333,498.787234
2020-09-06,7566.770833,200,1944.583333,433.8541667
2020-09-07,6524.375,208.125,1611.666667,387.5208333
2020-09-08,5666.666667,206.9583333,1359.166667,396.2083333
2020-09-09,4940.9375,214.8333333,1253.541667,411.875
2020-09-10,5038.488372,218.2916667,1278.541667,433.6458333
2020-09-11,5738.333333,226.125,1812.708333,450.0833333
2020-09-12,5203.229167,241.5833333,1661.458333,461.9166667
2020-09-13,4562.340426,237.1666667,1355.833333,477.75
2020-09-14,4438.636364,236.1818182,1151.458333,496.7777778
2020-09-15,4164.791667,244.2608696,1057.208333,471.5833333
2020-09-16,3931.37931,246.875,1028.6875,457.5625
2020-09-17,3748.255814,250.375,984.0416667,474.125
2020-09-18,3723.72093,252.0416667,973.0416667,491.1041667
2020-09-19,3707.977528,257.4166667,927.625,497.8125
2020-09-20,3528.313253,258.2916667,920.5208333,510.1875
2020-09-21,3238.390805,261.4583333,865.6875,528.8541667
2020-09-22,3072.25,269.3333333,863.6875,543.1875
2020-09-23,3066.428571,274.125,865.1875,551.9583333
2020-09-24,3057.5,278.0434783,857.4791667,565.4583333
2020-09-25,3056.770833,277.7,887.1875,576.8125
2020-09-26,3182.916667,278.375,904.5833333,577.7291667
2020-09-27,3131.979167,275.9166667,986.75,569.8541667
2020-09-28,3123.020833,274.125,1175.625,570.9555556
2020-09-29,3358.020833,271.625,1104.416667,575.4791667
2020-09-30,5501.666667,259.5,2396.666667,558.2291667
2020-10-01,7300.208333,273.0869565,3173.541667,511.125
2020-10-02,6722.604167,239.4166667,1971.458333,461.9375
2020-10-03,7070.104167,211.5833333,1372.916667,375.8541667
2020-10-04,5381.979167,196.25,1164.375,361.6666667
2020-10-05,4470.625,207.1666667,1070.895833,392.9583333
2020-10-06,3906.770833,222.1666667,1004.958333,417.375
2020-10-07,3533.541667,238.3043478,993.9166667,451.0833333
2020-10-08,3223.333333,249,922.2708333,475.6041667
2020-10-09,3132.8125,257.875,881.0416667,494.9791667
2020-10-10,3067.083333,263.0416667,840.3958333,511.375
2020-10-11,3148.854167,263.2916667,835.9583333,519.0416667
2020-10-12,4341.041667,261.6666667,1442.583333,531.0625
2020-10-13,4813.958333,270.6666667,1718.333333,540.4166667
2020-10-14,4062.150538,240.4583333,1375.416667,536.5217391
2020-10-15,3690.116279,233.2380952,1169.375,529.6666667
2020-10-16,4075.274725,235.4583333,1322.5,547.8125
2020-10-17,4114.166667,252,1286.666667,494.6458333
2020-10-18,3843.222222,255.25,1181.875,492.6041667
2020-10-19,3342.386364,251.4583333,1139.375,493.7083333
2020-10-20,3480.104167,258.9583333,1088.958333,513.7291667
2020-10-21,3711.413043,264.0416667,1096.25,533.625
2020-10-22,3668.043478,258.875,1078.333333,551.4791667
2020-10-23,3576.979167,261.5,1058.208333,537.893617
2020-10-24,3473.645833,258.2916667,1070.333333,531.7708333
2020-10-25,3412.5,257.6666667,1048.041667,533
2020-10-26,3400,258.4166667,1086.666667,542.0416667
2020-10-27,3431.25,257.875,1096.25,550.1818182
2020-10-28,3476.5625,255.8695652,1048.666667,554.0208333
2020-10-29,4586.041667,252.5833333,2407.5,546.8333333
2020-10-30,10530.52083,240.375,4947.291667,456.5
2020-10-31,15301.04167,220.4583333,4799.375,391.6875
2020-11-01,15391,171.4166667,3465,366.48
2020-11-02,13616.66667,165.1904762,3320,366.3541667
2020-11-03,11492.70833,174.4347826,3057.708333,367.1041667
2020-11-04,10256.5625,173.4166667,2430.625,362.8333333
2020-11-05,9156.458333,175.5,2049.375,366.2083333
2020-11-06,7836.770833,183.3333333,1728.125,374.9791667
2020-11-07,7138.958333,191.375,1592.916667,394.0833333
2020-11-08,6615.729167,200,1480.208333,415.2708333
2020-11-09,6183.229167,203.6666667,1415.416667,427.25
2020-11-10,5793.958333,207.9583333,1336.25,441.4772727
2020-11-11,5577.5,211.25,1453.333333,448.7083333
2020-11-12,7338.125,213.7083333,3878.085106,437.0638298
2020-11-13,7694.270833,227.3478261,3733.958333,403.6041667
2020-11-14,7705.833333,226.625,2793.541667,360.6666667
2020-11-15,7488.522727,215.875,2221.25,361.625
2020-11-16,7945.833333,208.2857143,3196.666667,372.2083333
2020-11-17,8097.708333,223.0833333,2631.666667,378.1458333
2020-11-18,8539.583333,218.125,2108.541667,348.125
2020-11-19,8441.235955,201.625,1777.083333,361.5625
2020-11-20,7743.229167,191.8333333,1642.5,383.0833333
2020-11-21,7106.875,194.5217391,1516.458333,395.1666667
2020-11-22,6543.854167,200.5416667,1419.166667,412.9166667
2020-11-23,6549.791667,203.6666667,1834.583333,425.4772727
2020-11-24,6900.520833,209.75,1826.25,439.5208333
2020-11-25,7101.5625,212.5217391,1597.916667,421.1666667
2020-11-26,8605.416667,201.9583333,1774.791667,432.25
2020-11-27,8737.708333,185.1666667,2004.791667,420.0833333
2020-11-28,8542.604167,,1759.166667,430.4166667
2020-11-29,8959.0625,,1566.875,431.2291667
2020-11-30,13741.875,166.5555556,7329.583333,402.6458333
2020-12-01,35622.91667,177.3043478,19271.25,170.3541667
2020-12-02,33356.25,161.2916667,6321.041667,227.9166667
2020-12-03,25663.54167,133.4166667,4529.791667,281.3958333
2020-12-04,20307.29167,135.5,3723.75,307.7291667
2020-12-05,20554.16667,142.3333333,6937.5,318.5
2020-12-06,18093.75,154.1666667,5795.416667,258.1875
2020-12-07,14858.33333,165,3710.833333,266.5625
2020-12-08,13261.45833,174.9166667,3157.5,296.5
2020-12-09,12614.70588,179.7083333,2876.875,320.6458333
2020-12-10,,185.1666667,2696.25,341.75
2020-12-11,,192.8333333,2431.458333,359.5
2020-12-12,,199.0416667,2124.166667,372.1666667
2020-12-13,,199.25,2020.833333,385.4583333
2020-12-14,8796,199.875,2358.541667,392.1458333
2020-12-15,,208.625,3287.916667,388.1458333
2020-12-16,,224.875,2567.083333,374.8958333
2020-12-17,,222.0416667,2508.043478,389.5434783
2020-12-18,,214.8333333,2323.125,453.5833333
2020-12-19,,217.375,2184.166667,475.6458333
2020-12-20,,219.3333333,2014.166667,496.6458333
2020-12-21,,212.9166667,2016.666667,500.5833333
2020-12-22,,219.4166667,2624.583333,508.4583333
2020-12-23,,230.3333333,4013.125,559.4583333
2020-12-24,,229.7916667,3637.916667,527.9791667
2020-12-25,,213.125,35089.79592,263.5
2020-12-26,,136.6666667,21077.08333,213.1041667
2020-12-27,,111.7083333,11953.95833,228.8333333
2020-12-28,,124.2916667,8669.375,260.8541667
2020-12-29,,130,7046.458333,281.4375
2020-12-30,,126.5416667,5446.666667,296.3958333
2020-12-31,,134.0833333,4612.916667,311.4583333
